Gruppe;Kennzahl;Wert;Bewertung
Run 226;Error Cause;None;
Run 227;Varianten-ID;Capping;
Run 227;Success / Failure;true;Success
Run 227;Gesamtdauer ms;75,589;unproblematisch
Run 227;Final Placed Rooms;5;
Run 227;Open Sockets Pre-Cap;0;
Run 227;Error Cause;None;
Run 228;Varianten-ID;Capping;
Run 228;Success / Failure;true;Success
Run 228;Gesamtdauer ms;25,797;sehr schnell
Run 228;Final Placed Rooms;5;
Run 228;Open Sockets Pre-Cap;0;
Run 228;Error Cause;None;
Run 229;Varianten-ID;Capping;
Run 229;Success / Failure;true;Success
Run 229;Gesamtdauer ms;52,326;unproblematisch
Run 229;Final Placed Rooms;7;
Run 229;Open Sockets Pre-Cap;3;
Run 229;Error Cause;None;
Run 230;Varianten-ID;Capping;
Run 230;Success / Failure;true;Success
Run 230;Gesamtdauer ms;62,466;unproblematisch
Run 230;Final Placed Rooms;9;
Run 230;Open Sockets Pre-Cap;4;
Run 230;Error Cause;None;
Run 231;Varianten-ID;Capping;
Run 231;Success / Failure;true;Success
Run 231;Gesamtdauer ms;68,939;unproblematisch
Run 231;Final Placed Rooms;11;
Run 231;Open Sockets Pre-Cap;5;
Run 231;Error Cause;None;
Run 232;Varianten-ID;Capping;
Run 232;Success / Failure;true;Success
Run 232;Gesamtdauer ms;41,939;sehr schnell
Run 232;Final Placed Rooms;10;
Run 232;Open Sockets Pre-Cap;2;
Run 232;Error Cause;None;
Run 233;Varianten-ID;Capping;
Run 233;Success / Failure;true;Success
Run 233;Gesamtdauer ms;236,516;unproblematisch
Run 233;Final Placed Rooms;6;
Run 233;Open Sockets Pre-Cap;2;
Run 233;Error Cause;None;
Run 234;Varianten-ID;Capping;
Run 234;Success / Failure;true;Success
Run 234;Gesamtdauer ms;136,292;unproblematisch
Run 234;Final Placed Rooms;6;
Run 234;Open Sockets Pre-Cap;2;
Run 234;Error Cause;None;
Run 235;Varianten-ID;Capping;
Run 235;Success / Failure;true;Success
Run 235;Gesamtdauer ms;46,225;sehr schnell
Run 235;Final Placed Rooms;6;
Run 235;Open Sockets Pre-Cap;2;
Run 235;Error Cause;None;
Run 236;Varianten-ID;Capping;
Run 236;Success / Failure;true;Success
Run 236;Gesamtdauer ms;207,221;unproblematisch
Run 236;Final Placed Rooms;13;
Run 236;Open Sockets Pre-Cap;5;
Run 236;Error Cause;None;
Run 237;Varianten-ID;Capping;
Run 237;Success / Failure;true;Success
Run 237;Gesamtdauer ms;133,31;unproblematisch
Run 237;Final Placed Rooms;13;
Run 237;Open Sockets Pre-Cap;5;
Run 237;Error Cause;None;
Run 238;Varianten-ID;Capping;
Run 238;Success / Failure;true;Success
Run 238;Gesamtdauer ms;73,587;unproblematisch
Run 238;Final Placed Rooms;7;
Run 238;Open Sockets Pre-Cap;2;
Run 238;Error Cause;None;
Run 239;Varianten-ID;Capping;
Run 239;Success / Failure;true;Success
Run 239;Gesamtdauer ms;49,421;sehr schnell
Run 239;Final Placed Rooms;9;
Run 239;Open Sockets Pre-Cap;4;
Run 239;Error Cause;None;
Run 240;Varianten-ID;Capping;
Run 240;Success / Failure;true;Success
Run 240;Gesamtdauer ms;51,548;unproblematisch
Run 240;Final Placed Rooms;11;
Run 240;Open Sockets Pre-Cap;4;
Run 240;Error Cause;None;
Run 241;Varianten-ID;Capping;
Run 241;Success / Failure;true;Success
Run 241;Gesamtdauer ms;98,105;unproblematisch
Run 241;Final Placed Rooms;8;
Run 241;Open Sockets Pre-Cap;3;
Run 241;Error Cause;None;
Run 242;Varianten-ID;Capping;
Run 242;Success / Failure;true;Success
Run 242;Gesamtdauer ms;48,631;sehr schnell
Run 242;Final Placed Rooms;8;
Run 242;Open Sockets Pre-Cap;3;
Run 242;Error Cause;None;
Run 243;Varianten-ID;Capping;
Run 243;Success / Failure;true;Success
Run 243;Gesamtdauer ms;136,64;unproblematisch
Run 243;Final Placed Rooms;12;
Run 243;Open Sockets Pre-Cap;4;
Run 243;Error Cause;None;
Run 244;Varianten-ID;Capping;
Run 244;Success / Failure;true;Success
Run 244;Gesamtdauer ms;82,37;unproblematisch
Run 244;Final Placed Rooms;12;
Run 244;Open Sockets Pre-Cap;4;
Run 244;Error Cause;None;
Run 245;Varianten-ID;Capping;
Run 245;Success / Failure;true;Success
Run 245;Gesamtdauer ms;74,98;unproblematisch
Run 245;Final Placed Rooms;12;
Run 245;Open Sockets Pre-Cap;4;
Run 245;Error Cause;None;
Run 246;Varianten-ID;Capping;
Run 246;Success / Failure;false;Failure
Run 246;Gesamtdauer ms;79,881;unproblematisch
Run 246;Final Placed Rooms;14;
Run 246;Open Sockets Pre-Cap;9;
Run 246;Error Cause;OpenSocketsRemainingAfterCapping (Overlap);
Run 247;Varianten-ID;Capping;
Run 247;Success / Failure;true;Success
Run 247;Gesamtdauer ms;29,057;sehr schnell
Run 247;Final Placed Rooms;6;
Run 247;Open Sockets Pre-Cap;1;
Run 247;Error Cause;None;
Run 248;Varianten-ID;Capping;
Run 248;Success / Failure;true;Success
Run 248;Gesamtdauer ms;47,131;sehr schnell
Run 248;Final Placed Rooms;10;
Run 248;Open Sockets Pre-Cap;4;
Run 248;Error Cause;None;
Run 249;Varianten-ID;Capping;
Run 249;Success / Failure;true;Success
Run 249;Gesamtdauer ms;70,1;unproblematisch
Run 249;Final Placed Rooms;11;
Run 249;Open Sockets Pre-Cap;6;
Run 249;Error Cause;None;
Run 250;Varianten-ID;Capping;
Run 250;Success / Failure;true;Success
Run 250;Gesamtdauer ms;87,312;unproblematisch
Run 250;Final Placed Rooms;6;
Run 250;Open Sockets Pre-Cap;2;
Run 250;Error Cause;None;
Run 251;Varianten-ID;Capping;
Run 251;Success / Failure;true;Success
Run 251;Gesamtdauer ms;71,023;unproblematisch
Run 251;Final Placed Rooms;6;
Run 251;Open Sockets Pre-Cap;2;
Run 251;Error Cause;None;
Run 252;Varianten-ID;Capping;
Run 252;Success / Failure;true;Success
Run 252;Gesamtdauer ms;132,788;unproblematisch
Run 252;Final Placed Rooms;10;
Run 252;Open Sockets Pre-Cap;3;
Run 252;Error Cause;None;
Run 253;Varianten-ID;Capping;
Run 253;Success / Failure;true;Success
Run 253;Gesamtdauer ms;39,765;sehr schnell
Run 253;Final Placed Rooms;8;
Run 253;Open Sockets Pre-Cap;3;
Run 253;Error Cause;None;
Run 254;Varianten-ID;Capping;
Run 254;Success / Failure;false;Failure
Run 254;Gesamtdauer ms;84,392;unproblematisch
Run 254;Final Placed Rooms;10;
Run 254;Open Sockets Pre-Cap;6;
Run 254;Error Cause;OpenSocketsRemainingAfterCapping (Overlap);
Run 255;Varianten-ID;Capping;
Run 255;Success / Failure;true;Success
Run 255;Gesamtdauer ms;48,947;sehr schnell
Run 255;Final Placed Rooms;8;
Run 255;Open Sockets Pre-Cap;4;
Run 255;Error Cause;None;
Run 256;Varianten-ID;Capping;
Run 256;Success / Failure;true;Success
Run 256;Gesamtdauer ms;80,442;unproblematisch
Run 256;Final Placed Rooms;12;
Run 256;Open Sockets Pre-Cap;3;
Run 256;Error Cause;None;
Run 257;Varianten-ID;Capping;
Run 257;Success / Failure;true;Success
Run 257;Gesamtdauer ms;42,217;sehr schnell
Run 257;Final Placed Rooms;10;
Run 257;Open Sockets Pre-Cap;3;
Run 257;Error Cause;None;
Run 258;Varianten-ID;Capping;
Run 258;Success / Failure;true;Success
Run 258;Gesamtdauer ms;43,375;sehr schnell
Run 258;Final Placed Rooms;12;
Run 258;Open Sockets Pre-Cap;4;
Run 258;Error Cause;None;
Run 259;Varianten-ID;Capping;
Run 259;Success / Failure;true;Success
Run 259;Gesamtdauer ms;30,92;sehr schnell
Run 259;Final Placed Rooms;6;
Run 259;Open Sockets Pre-Cap;0;
Run 259;Error Cause;None;
Run 260;Varianten-ID;Capping;
Run 260;Success / Failure;true;Success
Run 260;Gesamtdauer ms;68,419;unproblematisch
Run 260;Final Placed Rooms;6;
Run 260;Open Sockets Pre-Cap;1;
Run 260;Error Cause;None;
Run 261;Varianten-ID;Capping;
Run 261;Success / Failure;true;Success
Run 261;Gesamtdauer ms;28,603;sehr schnell
Run 261;Final Placed Rooms;6;
Run 261;Open Sockets Pre-Cap;1;
Run 261;Error Cause;None;
Run 262;Varianten-ID;Capping;
Run 262;Success / Failure;true;Success
Run 262;Gesamtdauer ms;95,405;unproblematisch
Run 262;Final Placed Rooms;8;
Run 262;Open Sockets Pre-Cap;3;
Run 262;Error Cause;None;
Run 263;Varianten-ID;Capping;
Run 263;Success / Failure;true;Success
Run 263;Gesamtdauer ms;62,277;unproblematisch
Run 263;Final Placed Rooms;8;
Run 263;Open Sockets Pre-Cap;3;
Run 263;Error Cause;None;
Run 264;Varianten-ID;Capping;
Run 264;Success / Failure;true;Success
Run 264;Gesamtdauer ms;53,763;unproblematisch
Run 264;Final Placed Rooms;8;
Run 264;Open Sockets Pre-Cap;3;
Run 264;Error Cause;None;
Run 265;Varianten-ID;Capping;
Run 265;Success / Failure;true;Success
Run 265;Gesamtdauer ms;46,357;sehr schnell
Run 265;Final Placed Rooms;8;
Run 265;Open Sockets Pre-Cap;3;
Run 265;Error Cause;None;
Run 266;Varianten-ID;Capping;
Run 266;Success / Failure;true;Success
Run 266;Gesamtdauer ms;37,047;sehr schnell
Run 266;Final Placed Rooms;7;
Run 266;Open Sockets Pre-Cap;2;
Run 266;Error Cause;None;
Run 267;Varianten-ID;Capping;
Run 267;Success / Failure;true;Success
Run 267;Gesamtdauer ms;43,812;sehr schnell
Run 267;Final Placed Rooms;7;
Run 267;Open Sockets Pre-Cap;1;
Run 267;Error Cause;None;
Run 268;Varianten-ID;Capping;
Run 268;Success / Failure;true;Success
Run 268;Gesamtdauer ms;166,721;unproblematisch
Run 268;Final Placed Rooms;12;
Run 268;Open Sockets Pre-Cap;3;
Run 268;Error Cause;None;
Run 269;Varianten-ID;Capping;
Run 269;Success / Failure;true;Success
Run 269;Gesamtdauer ms;100,138;unproblematisch
Run 269;Final Placed Rooms;12;
Run 269;Open Sockets Pre-Cap;3;
Run 269;Error Cause;None;
Run 270;Varianten-ID;Capping;
Run 270;Success / Failure;true;Success
Run 270;Gesamtdauer ms;68,662;unproblematisch
Run 270;Final Placed Rooms;5;
Run 270;Open Sockets Pre-Cap;1;
Run 270;Error Cause;None;
Run 271;Varianten-ID;Capping;
Run 271;Success / Failure;true;Success
Run 271;Gesamtdauer ms;58,291;unproblematisch
Run 271;Final Placed Rooms;5;
Run 271;Open Sockets Pre-Cap;1;
Run 271;Error Cause;None;
Run 272;Varianten-ID;Capping;
Run 272;Success / Failure;true;Success
Run 272;Gesamtdauer ms;45,12;sehr schnell
Run 272;Final Placed Rooms;5;
Run 272;Open Sockets Pre-Cap;1;
Run 272;Error Cause;None;
Run 273;Varianten-ID;Capping;
Run 273;Success / Failure;true;Success
Run 273;Gesamtdauer ms;81,61;unproblematisch
Run 273;Final Placed Rooms;10;
Run 273;Open Sockets Pre-Cap;5;
Run 273;Error Cause;None;
Run 274;Varianten-ID;Capping;
Run 274;Success / Failure;true;Success
Run 274;Gesamtdauer ms;69,324;unproblematisch
Run 274;Final Placed Rooms;9;
Run 274;Open Sockets Pre-Cap;1;
Run 274;Error Cause;None;
Run 275;Varianten-ID;Capping;
Run 275;Success / Failure;true;Success
Run 275;Gesamtdauer ms;40,619;sehr schnell
Run 275;Final Placed Rooms;11;
Run 275;Open Sockets Pre-Cap;3;
Run 275;Error Cause;None;
Run 276;Varianten-ID;Capping;
Run 276;Success / Failure;true;Success
Run 276;Gesamtdauer ms;79,832;unproblematisch
Run 276;Final Placed Rooms;9;
Run 276;Open Sockets Pre-Cap;2;
Run 276;Error Cause;None;
Run 277;Varianten-ID;Capping;
Run 277;Success / Failure;true;Success
Run 277;Gesamtdauer ms;61,418;unproblematisch
Run 277;Final Placed Rooms;10;
Run 277;Open Sockets Pre-Cap;5;
Run 277;Error Cause;None;
Run 278;Varianten-ID;Capping;
Run 278;Success / Failure;true;Success
Run 278;Gesamtdauer ms;119,201;unproblematisch
Run 278;Final Placed Rooms;11;
Run 278;Open Sockets Pre-Cap;4;
Run 278;Error Cause;None;
Run 279;Varianten-ID;Capping;
Run 279;Success / Failure;true;Success
Run 279;Gesamtdauer ms;68,479;unproblematisch
Run 279;Final Placed Rooms;9;
Run 279;Open Sockets Pre-Cap;5;
Run 279;Error Cause;None;
Run 280;Varianten-ID;Capping;
Run 280;Success / Failure;true;Success
Run 280;Gesamtdauer ms;65,499;unproblematisch
Run 280;Final Placed Rooms;8;
Run 280;Open Sockets Pre-Cap;0;
Run 280;Error Cause;None;
Run 281;Varianten-ID;Capping;
Run 281;Success / Failure;true;Success
Run 281;Gesamtdauer ms;39,183;sehr schnell
Run 281;Final Placed Rooms;8;
Run 281;Open Sockets Pre-Cap;0;
Run 281;Error Cause;None;
Run 282;Varianten-ID;Capping;
Run 282;Success / Failure;true;Success
Run 282;Gesamtdauer ms;29,868;sehr schnell
Run 282;Final Placed Rooms;7;
Run 282;Open Sockets Pre-Cap;2;
Run 282;Error Cause;None;
Run 283;Varianten-ID;Capping;
Run 283;Success / Failure;true;Success
Run 283;Gesamtdauer ms;35,336;sehr schnell
Run 283;Final Placed Rooms;6;
Run 283;Open Sockets Pre-Cap;1;
Run 283;Error Cause;None;
Run 284;Varianten-ID;Capping;
Run 284;Success / Failure;true;Success
Run 284;Gesamtdauer ms;99,321;unproblematisch
Run 284;Final Placed Rooms;8;
Run 284;Open Sockets Pre-Cap;4;
Run 284;Error Cause;None;
Run 285;Varianten-ID;Capping;
Run 285;Success / Failure;true;Success
Run 285;Gesamtdauer ms;58,838;unproblematisch
Run 285;Final Placed Rooms;8;
Run 285;Open Sockets Pre-Cap;4;
Run 285;Error Cause;None;
Run 286;Varianten-ID;Capping;
Run 286;Success / Failure;true;Success
Run 286;Gesamtdauer ms;56,334;unproblematisch
Run 286;Final Placed Rooms;11;
Run 286;Open Sockets Pre-Cap;4;
Run 286;Error Cause;None;
Run 287;Varianten-ID;Capping;
Run 287;Success / Failure;true;Success
Run 287;Gesamtdauer ms;52,283;unproblematisch
Run 287;Final Placed Rooms;8;
Run 287;Open Sockets Pre-Cap;2;
Run 287;Error Cause;None;
Run 288;Varianten-ID;Capping;
Run 288;Success / Failure;true;Success
Run 288;Gesamtdauer ms;45,88;sehr schnell
Run 288;Final Placed Rooms;9;
Run 288;Open Sockets Pre-Cap;2;
Run 288;Error Cause;None;
Run 289;Varianten-ID;Capping;
Run 289;Success / Failure;true;Success
Run 289;Gesamtdauer ms;102,001;unproblematisch
Run 289;Final Placed Rooms;10;
Run 289;Open Sockets Pre-Cap;4;
Run 289;Error Cause;None;
Run 290;Varianten-ID;Capping;
Run 290;Success / Failure;true;Success
Run 290;Gesamtdauer ms;65,165;unproblematisch
Run 290;Final Placed Rooms;10;
Run 290;Open Sockets Pre-Cap;4;
Run 290;Error Cause;None;
Run 291;Varianten-ID;Capping;
Run 291;Success / Failure;true;Success
Run 291;Gesamtdauer ms;31,621;sehr schnell
Run 291;Final Placed Rooms;7;
Run 291;Open Sockets Pre-Cap;0;
Run 291;Error Cause;None;
Run 292;Varianten-ID;Capping;
Run 292;Success / Failure;true;Success
Run 292;Gesamtdauer ms;28,764;sehr schnell
Run 292;Final Placed Rooms;5;
Run 292;Open Sockets Pre-Cap;0;
Run 292;Error Cause;None;
Run 293;Varianten-ID;Capping;
Run 293;Success / Failure;false;Failure
Run 293;Gesamtdauer ms;165,722;unproblematisch
Run 293;Final Placed Rooms;13;
Run 293;Open Sockets Pre-Cap;8;
Run 293;Error Cause;OpenSocketsRemainingAfterCapping (Overlap);
Run 294;Varianten-ID;Capping;
Run 294;Success / Failure;true;Success
Run 294;Gesamtdauer ms;56,653;unproblematisch
Run 294;Final Placed Rooms;9;
Run 294;Open Sockets Pre-Cap;4;
Run 294;Error Cause;None;
Run 295;Varianten-ID;Capping;
Run 295;Success / Failure;true;Success
Run 295;Gesamtdauer ms;89,6;unproblematisch
Run 295;Final Placed Rooms;8;
Run 295;Open Sockets Pre-Cap;5;
Run 295;Error Cause;None;
Run 296;Varianten-ID;Capping;
Run 296;Success / Failure;true;Success
Run 296;Gesamtdauer ms;133,312;unproblematisch
Run 296;Final Placed Rooms;8;
Run 296;Open Sockets Pre-Cap;3;
Run 296;Error Cause;None;
Run 297;Varianten-ID;Capping;
Run 297;Success / Failure;true;Success
Run 297;Gesamtdauer ms;76,235;unproblematisch
Run 297;Final Placed Rooms;8;
Run 297;Open Sockets Pre-Cap;3;
Run 297;Error Cause;None;
Run 298;Varianten-ID;Capping;
Run 298;Success / Failure;true;Success
Run 298;Gesamtdauer ms;46,02;sehr schnell
Run 298;Final Placed Rooms;8;
Run 298;Open Sockets Pre-Cap;3;
Run 298;Error Cause;None;
Run 299;Varianten-ID;Capping;
Run 299;Success / Failure;true;Success
Run 299;Gesamtdauer ms;89,151;unproblematisch
Run 299;Final Placed Rooms;10;
Run 299;Open Sockets Pre-Cap;3;
Run 299;Error Cause;None;
Run 300;Varianten-ID;Capping;
Run 300;Success / Failure;true;Success
Run 300;Gesamtdauer ms;136,454;unproblematisch
Run 300;Final Placed Rooms;8;
Run 300;Open Sockets Pre-Cap;3;
Run 300;Error Cause;None;
Run 301;Varianten-ID;Capping;
Run 301;Success / Failure;true;Success
Run 301;Gesamtdauer ms;127,695;unproblematisch
Run 301;Final Placed Rooms;8;
Run 301;Open Sockets Pre-Cap;3;
Run 301;Error Cause;None;
Run 302;Varianten-ID;Capping;
Run 302;Success / Failure;true;Success
Run 302;Gesamtdauer ms;92,814;unproblematisch
Run 302;Final Placed Rooms;8;
Run 302;Open Sockets Pre-Cap;3;
Run 302;Error Cause;None;
Run 303;Varianten-ID;Capping;
Run 303;Success / Failure;true;Success
Run 303;Gesamtdauer ms;52,997;unproblematisch
Run 303;Final Placed Rooms;8;
Run 303;Open Sockets Pre-Cap;3;
Run 303;Error Cause;None;
Run 304;Varianten-ID;Capping;
Run 304;Success / Failure;true;Success
Run 304;Gesamtdauer ms;93,06;unproblematisch
Run 304;Final Placed Rooms;8;
Run 304;Open Sockets Pre-Cap;2;
Run 304;Error Cause;None;
Run 305;Varianten-ID;Capping;
Run 305;Success / Failure;true;Success
Run 305;Gesamtdauer ms;133,289;unproblematisch
Run 305;Final Placed Rooms;10;
Run 305;Open Sockets Pre-Cap;5;
Run 305;Error Cause;None;
Run 306;Varianten-ID;Capping;
Run 306;Success / Failure;true;Success
Run 306;Gesamtdauer ms;82,736;unproblematisch
Run 306;Final Placed Rooms;10;
Run 306;Open Sockets Pre-Cap;5;
Run 306;Error Cause;None;
Run 307;Varianten-ID;Capping;
Run 307;Success / Failure;true;Success
Run 307;Gesamtdauer ms;73,049;unproblematisch
Run 307;Final Placed Rooms;10;
Run 307;Open Sockets Pre-Cap;5;
Run 307;Error Cause;None;
Run 308;Varianten-ID;Capping;
Run 308;Success / Failure;true;Success
Run 308;Gesamtdauer ms;45,754;sehr schnell
Run 308;Final Placed Rooms;12;
Run 308;Open Sockets Pre-Cap;3;
Run 308;Error Cause;None;
Run 309;Varianten-ID;Capping;
Run 309;Success / Failure;true;Success
Run 309;Gesamtdauer ms;45,551;sehr schnell
Run 309;Final Placed Rooms;9;
Run 309;Open Sockets Pre-Cap;4;
Run 309;Error Cause;None;
Run 310;Varianten-ID;Capping;
Run 310;Success / Failure;true;Success
Run 310;Gesamtdauer ms;32,05;sehr schnell
Run 310;Final Placed Rooms;7;
Run 310;Open Sockets Pre-Cap;1;
Run 310;Error Cause;None;
Run 311;Varianten-ID;Capping;
Run 311;Success / Failure;true;Success
Run 311;Gesamtdauer ms;121,659;unproblematisch
Run 311;Final Placed Rooms;9;
Run 311;Open Sockets Pre-Cap;7;
Run 311;Error Cause;None;
Run 312;Varianten-ID;Capping;
Run 312;Success / Failure;true;Success
Run 312;Gesamtdauer ms;32,597;sehr schnell
Run 312;Final Placed Rooms;6;
Run 312;Open Sockets Pre-Cap;0;
Run 312;Error Cause;None;
Run 313;Varianten-ID;Capping;
Run 313;Success / Failure;true;Success
Run 313;Gesamtdauer ms;48,76;sehr schnell
Run 313;Final Placed Rooms;6;
Run 313;Open Sockets Pre-Cap;2;
Run 313;Error Cause;None;
Run 314;Varianten-ID;Capping;
Run 314;Success / Failure;true;Success
Run 314;Gesamtdauer ms;137,405;unproblematisch
Run 314;Final Placed Rooms;10;
Run 314;Open Sockets Pre-Cap;1;
Run 314;Error Cause;None;
Run 315;Varianten-ID;Capping;
Run 315;Success / Failure;true;Success
Run 315;Gesamtdauer ms;67,811;unproblematisch
Run 315;Final Placed Rooms;10;
Run 315;Open Sockets Pre-Cap;1;
Run 315;Error Cause;None;
Run 316;Varianten-ID;Capping;
Run 316;Success / Failure;true;Success
Run 316;Gesamtdauer ms;38,76;sehr schnell
Run 316;Final Placed Rooms;7;
Run 316;Open Sockets Pre-Cap;2;
Run 316;Error Cause;None;
Run 317;Varianten-ID;Capping;
Run 317;Success / Failure;true;Success
Run 317;Gesamtdauer ms;40,095;sehr schnell
Run 317;Final Placed Rooms;9;
Run 317;Open Sockets Pre-Cap;3;
Run 317;Error Cause;None;
Run 318;Varianten-ID;Capping;
Run 318;Success / Failure;false;Failure
Run 318;Gesamtdauer ms;128,448;unproblematisch
Run 318;Final Placed Rooms;0;
Run 318;Open Sockets Pre-Cap;-1;
Run 318;Error Cause;RoomLimitReachedBeforeCompletion (Overlap);
Run 319;Varianten-ID;Capping;
Run 319;Success / Failure;true;Success
Run 319;Gesamtdauer ms;123,075;unproblematisch
Run 319;Final Placed Rooms;6;
Run 319;Open Sockets Pre-Cap;2;
Run 319;Error Cause;None;
Run 320;Varianten-ID;Capping;
Run 320;Success / Failure;true;Success
Run 320;Gesamtdauer ms;96,083;unproblematisch
Run 320;Final Placed Rooms;6;
Run 320;Open Sockets Pre-Cap;2;
Run 320;Error Cause;None;
Run 321;Varianten-ID;Capping;
Run 321;Success / Failure;true;Success
Run 321;Gesamtdauer ms;88,2;unproblematisch
Run 321;Final Placed Rooms;6;
Run 321;Open Sockets Pre-Cap;2;
Run 321;Error Cause;None;
Run 322;Varianten-ID;Capping;
Run 322;Success / Failure;true;Success
Run 322;Gesamtdauer ms;46,401;sehr schnell
Run 322;Final Placed Rooms;6;
Run 322;Open Sockets Pre-Cap;2;
Run 322;Error Cause;None;
Run 323;Varianten-ID;Capping;
Run 323;Success / Failure;true;Success
Run 323;Gesamtdauer ms;70,72;unproblematisch
Run 323;Final Placed Rooms;6;
Run 323;Open Sockets Pre-Cap;2;
Run 323;Error Cause;None;
Run 324;Varianten-ID;Capping;
Run 324;Success / Failure;true;Success
Run 324;Gesamtdauer ms;31,809;sehr schnell
Run 324;Final Placed Rooms;7;
Run 324;Open Sockets Pre-Cap;2;
Run 324;Error Cause;None;
Run 325;Varianten-ID;Capping;
Run 325;Success / Failure;true;Success
Run 325;Gesamtdauer ms;35,163;sehr schnell
Run 325;Final Placed Rooms;9;
Run 325;Open Sockets Pre-Cap;3;
Run 325;Error Cause;None;
Run 326;Varianten-ID;Capping;
Run 326;Success / Failure;true;Success
Run 326;Gesamtdauer ms;103,063;unproblematisch
Run 326;Final Placed Rooms;12;
Run 326;Open Sockets Pre-Cap;4;
Run 326;Error Cause;None;
Run 327;Varianten-ID;Capping;
Run 327;Success / Failure;true;Success
Run 327;Gesamtdauer ms;96,372;unproblematisch
Run 327;Final Placed Rooms;12;
Run 327;Open Sockets Pre-Cap;4;
Run 327;Error Cause;None;
Run 328;Varianten-ID;Capping;
Run 328;Success / Failure;false;Failure
Run 328;Gesamtdauer ms;56,927;unproblematisch
Run 328;Final Placed Rooms;9;
Run 328;Open Sockets Pre-Cap;6;
Run 328;Error Cause;OpenSocketsRemainingAfterCapping;
Run 329;Varianten-ID;Capping;
Run 329;Success / Failure;true;Success
Run 329;Gesamtdauer ms;92,741;unproblematisch
Run 329;Final Placed Rooms;10;
Run 329;Open Sockets Pre-Cap;5;
Run 329;Error Cause;None;
Run 330;Varianten-ID;Capping;
Run 330;Success / Failure;true;Success
Run 330;Gesamtdauer ms;81,076;unproblematisch
Run 330;Final Placed Rooms;10;
Run 330;Open Sockets Pre-Cap;5;
Run 330;Error Cause;None;
Run 331;Varianten-ID;Capping;
Run 331;Success / Failure;true;Success
Run 331;Gesamtdauer ms;96,708;unproblematisch
Run 331;Final Placed Rooms;7;
Run 331;Open Sockets Pre-Cap;4;
Run 331;Error Cause;None;
Run 332;Varianten-ID;Capping;
Run 332;Success / Failure;true;Success
Run 332;Gesamtdauer ms;53,994;unproblematisch
Run 332;Final Placed Rooms;8;
Run 332;Open Sockets Pre-Cap;3;
Run 332;Error Cause;None;
Run 333;Varianten-ID;Capping;
Run 333;Success / Failure;true;Success
Run 333;Gesamtdauer ms;65,801;unproblematisch
Run 333;Final Placed Rooms;8;
Run 333;Open Sockets Pre-Cap;3;
Run 333;Error Cause;None;
Run 334;Varianten-ID;Capping;
Run 334;Success / Failure;true;Success
Run 334;Gesamtdauer ms;133,526;unproblematisch
Run 334;Final Placed Rooms;12;
Run 334;Open Sockets Pre-Cap;5;
Run 334;Error Cause;None;
Run 335;Varianten-ID;Capping;
Run 335;Success / Failure;true;Success
Run 335;Gesamtdauer ms;32,89;sehr schnell
Run 335;Final Placed Rooms;7;
Run 335;Open Sockets Pre-Cap;2;
Run 335;Error Cause;None;
Run 336;Varianten-ID;Capping;
Run 336;Success / Failure;true;Success
Run 336;Gesamtdauer ms;148,563;unproblematisch
Run 336;Final Placed Rooms;10;
Run 336;Open Sockets Pre-Cap;4;
Run 336;Error Cause;None;
Run 337;Varianten-ID;Capping;
Run 337;Success / Failure;true;Success
Run 337;Gesamtdauer ms;102,299;unproblematisch
Run 337;Final Placed Rooms;10;
Run 337;Open Sockets Pre-Cap;4;
Run 337;Error Cause;None;
Run 338;Varianten-ID;Capping;
Run 338;Success / Failure;true;Success
Run 338;Gesamtdauer ms;62,993;unproblematisch
Run 338;Final Placed Rooms;10;
Run 338;Open Sockets Pre-Cap;4;
Run 338;Error Cause;None;
Run 339;Varianten-ID;Capping;
Run 339;Success / Failure;true;Success
Run 339;Gesamtdauer ms;38,394;sehr schnell
Run 339;Final Placed Rooms;7;
Run 339;Open Sockets Pre-Cap;2;
Run 339;Error Cause;None;
Run 340;Varianten-ID;Capping;
Run 340;Success / Failure;true;Success
Run 340;Gesamtdauer ms;35,595;sehr schnell
Run 340;Final Placed Rooms;7;
Run 340;Open Sockets Pre-Cap;2;
Run 340;Error Cause;None;
Run 341;Varianten-ID;Capping;
Run 341;Success / Failure;true;Success
Run 341;Gesamtdauer ms;52,677;unproblematisch
Run 341;Final Placed Rooms;11;
Run 341;Open Sockets Pre-Cap;4;
Run 341;Error Cause;None;
Run 342;Varianten-ID;Capping;
Run 342;Success / Failure;true;Success
Run 342;Gesamtdauer ms;83,712;unproblematisch
Run 342;Final Placed Rooms;8;
Run 342;Open Sockets Pre-Cap;2;
Run 342;Error Cause;None;
Run 343;Varianten-ID;Capping;
Run 343;Success / Failure;true;Success
Run 343;Gesamtdauer ms;53,521;unproblematisch
Run 343;Final Placed Rooms;8;
Run 343;Open Sockets Pre-Cap;2;
Run 343;Error Cause;None;
Run 344;Varianten-ID;Capping;
Run 344;Success / Failure;true;Success
Run 344;Gesamtdauer ms;61,263;unproblematisch
Run 344;Final Placed Rooms;12;
Run 344;Open Sockets Pre-Cap;4;
Run 344;Error Cause;None;
Run 345;Varianten-ID;Capping;
Run 345;Success / Failure;true;Success
Run 345;Gesamtdauer ms;59,047;unproblematisch
Run 345;Final Placed Rooms;8;
Run 345;Open Sockets Pre-Cap;5;
Run 345;Error Cause;None;
Run 346;Varianten-ID;Capping;
Run 346;Success / Failure;true;Success
