Gruppe;Kennzahl;Wert;Bewertung
Run 346;Gesamtdauer ms;37,908;sehr schnell
Run 346;Final Placed Rooms;7;
Run 346;Open Sockets Pre-Cap;2;
Run 346;Error Cause;None;
Run 347;Varianten-ID;Capping;
Run 347;Success / Failure;true;Success
Run 347;Gesamtdauer ms;93,112;unproblematisch
Run 347;Final Placed Rooms;8;
Run 347;Open Sockets Pre-Cap;4;
Run 347;Error Cause;None;
Run 348;Varianten-ID;Capping;
Run 348;Success / Failure;true;Success
Run 348;Gesamtdauer ms;83,52;unproblematisch
Run 348;Final Placed Rooms;8;
Run 348;Open Sockets Pre-Cap;4;
Run 348;Error Cause;None;
Run 349;Varianten-ID;Capping;
Run 349;Success / Failure;true;Success
Run 349;Gesamtdauer ms;54,619;unproblematisch
Run 349;Final Placed Rooms;8;
Run 349;Open Sockets Pre-Cap;4;
Run 349;Error Cause;None;
Run 350;Varianten-ID;Capping;
Run 350;Success / Failure;false;Failure
Run 350;Gesamtdauer ms;194,277;unproblematisch
Run 350;Final Placed Rooms;10;
Run 350;Open Sockets Pre-Cap;9;
Run 350;Error Cause;OpenSocketsRemainingAfterCapping (Overlap);
Run 351;Varianten-ID;Capping;
Run 351;Success / Failure;false;Failure
Run 351;Gesamtdauer ms;134,114;unproblematisch
Run 351;Final Placed Rooms;10;
Run 351;Open Sockets Pre-Cap;9;
Run 351;Error Cause;OpenSocketsRemainingAfterCapping (Overlap);
Run 352;Varianten-ID;Capping;
Run 352;Success / Failure;false;Failure
Run 352;Gesamtdauer ms;117,172;unproblematisch
Run 352;Final Placed Rooms;10;
Run 352;Open Sockets Pre-Cap;9;
Run 352;Error Cause;OpenSocketsRemainingAfterCapping (Overlap);
Run 353;Varianten-ID;Capping;
Run 353;Success / Failure;true;Success
Run 353;Gesamtdauer ms;118,311;unproblematisch
Run 353;Final Placed Rooms;9;
Run 353;Open Sockets Pre-Cap;3;
Run 353;Error Cause;None;
Run 354;Varianten-ID;Capping;
Run 354;Success / Failure;true;Success
Run 354;Gesamtdauer ms;58,172;unproblematisch
Run 354;Final Placed Rooms;8;
Run 354;Open Sockets Pre-Cap;3;
Run 354;Error Cause;None;
Run 355;Varianten-ID;Capping;
Run 355;Success / Failure;true;Success
Run 355;Gesamtdauer ms;75,588;unproblematisch
Run 355;Final Placed Rooms;9;
Run 355;Open Sockets Pre-Cap;1;
Run 355;Error Cause;None;
Run 356;Varianten-ID;Capping;
Run 356;Success / Failure;true;Success
Run 356;Gesamtdauer ms;89,176;unproblematisch
Run 356;Final Placed Rooms;9;
Run 356;Open Sockets Pre-Cap;4;
Run 356;Error Cause;None;
Run 357;Varianten-ID;Capping;
Run 357;Success / Failure;true;Success
Run 357;Gesamtdauer ms;142,656;unproblematisch
Run 357;Final Placed Rooms;12;
Run 357;Open Sockets Pre-Cap;6;
Run 357;Error Cause;None;
Run 358;Varianten-ID;Capping;
Run 358;Success / Failure;true;Success
Run 358;Gesamtdauer ms;146,899;unproblematisch
Run 358;Final Placed Rooms;12;
Run 358;Open Sockets Pre-Cap;6;
Run 358;Error Cause;None;
Run 359;Varianten-ID;Capping;
Run 359;Success / Failure;true;Success
Run 359;Gesamtdauer ms;45,678;sehr schnell
Run 359;Final Placed Rooms;12;
Run 359;Open Sockets Pre-Cap;2;
Run 359;Error Cause;None;
Run 360;Varianten-ID;Capping;
Run 360;Success / Failure;true;Success
Run 360;Gesamtdauer ms;89,044;unproblematisch
Run 360;Final Placed Rooms;6;
Run 360;Open Sockets Pre-Cap;1;
Run 360;Error Cause;None;
Run 361;Varianten-ID;Capping;
Run 361;Success / Failure;true;Success
Run 361;Gesamtdauer ms;30,954;sehr schnell
Run 361;Final Placed Rooms;6;
Run 361;Open Sockets Pre-Cap;1;
Run 361;Error Cause;None;
Run 362;Varianten-ID;Capping;
Run 362;Success / Failure;false;Failure
Run 362;Gesamtdauer ms;83,885;unproblematisch
Run 362;Final Placed Rooms;12;
Run 362;Open Sockets Pre-Cap;7;
Run 362;Error Cause;OpenSocketsRemainingAfterCapping (Overlap);
Run 363;Varianten-ID;Capping;
Run 363;Success / Failure;true;Success
Run 363;Gesamtdauer ms;36,93;sehr schnell
Run 363;Final Placed Rooms;8;
Run 363;Open Sockets Pre-Cap;1;
Run 363;Error Cause;None;
Run 364;Varianten-ID;Capping;
Run 364;Success / Failure;true;Success
Run 364;Gesamtdauer ms;85,144;unproblematisch
Run 364;Final Placed Rooms;8;
Run 364;Open Sockets Pre-Cap;4;
Run 364;Error Cause;None;
Run 365;Varianten-ID;Capping;
Run 365;Success / Failure;true;Success
Run 365;Gesamtdauer ms;54,735;unproblematisch
Run 365;Final Placed Rooms;8;
Run 365;Open Sockets Pre-Cap;4;
Run 365;Error Cause;None;
Run 366;Varianten-ID;Capping;
Run 366;Success / Failure;true;Success
Run 366;Gesamtdauer ms;130,666;unproblematisch
Run 366;Final Placed Rooms;9;
Run 366;Open Sockets Pre-Cap;3;
Run 366;Error Cause;None;
Run 367;Varianten-ID;Capping;
Run 367;Success / Failure;true;Success
Run 367;Gesamtdauer ms;37,271;sehr schnell
Run 367;Final Placed Rooms;9;
Run 367;Open Sockets Pre-Cap;3;
Run 367;Error Cause;None;
Run 368;Varianten-ID;Capping;
Run 368;Success / Failure;true;Success
Run 368;Gesamtdauer ms;84,624;unproblematisch
Run 368;Final Placed Rooms;7;
Run 368;Open Sockets Pre-Cap;2;
Run 368;Error Cause;None;
Run 369;Varianten-ID;Capping;
Run 369;Success / Failure;true;Success
Run 369;Gesamtdauer ms;86,236;unproblematisch
Run 369;Final Placed Rooms;7;
Run 369;Open Sockets Pre-Cap;3;
Run 369;Error Cause;None;
Run 370;Varianten-ID;Capping;
Run 370;Success / Failure;true;Success
Run 370;Gesamtdauer ms;35,504;sehr schnell
Run 370;Final Placed Rooms;9;
Run 370;Open Sockets Pre-Cap;1;
Run 370;Error Cause;None;
Run 371;Varianten-ID;Capping;
Run 371;Success / Failure;true;Success
Run 371;Gesamtdauer ms;114,695;unproblematisch
Run 371;Final Placed Rooms;7;
Run 371;Open Sockets Pre-Cap;1;
Run 371;Error Cause;None;
Run 372;Varianten-ID;Capping;
Run 372;Success / Failure;true;Success
Run 372;Gesamtdauer ms;82,967;unproblematisch
Run 372;Final Placed Rooms;6;
Run 372;Open Sockets Pre-Cap;1;
Run 372;Error Cause;None;
Run 373;Varianten-ID;Capping;
Run 373;Success / Failure;true;Success
Run 373;Gesamtdauer ms;35,228;sehr schnell
Run 373;Final Placed Rooms;6;
Run 373;Open Sockets Pre-Cap;1;
Run 373;Error Cause;None;
Run 374;Varianten-ID;Capping;
Run 374;Success / Failure;true;Success
Run 374;Gesamtdauer ms;72,304;unproblematisch
Run 374;Final Placed Rooms;8;
Run 374;Open Sockets Pre-Cap;3;
Run 374;Error Cause;None;
Run 375;Varianten-ID;Capping;
Run 375;Success / Failure;true;Success
Run 375;Gesamtdauer ms;42,128;sehr schnell
Run 375;Final Placed Rooms;8;
Run 375;Open Sockets Pre-Cap;3;
Run 375;Error Cause;None;
Run 376;Varianten-ID;Capping;
Run 376;Success / Failure;true;Success
Run 376;Gesamtdauer ms;23,776;sehr schnell
Run 376;Final Placed Rooms;5;
Run 376;Open Sockets Pre-Cap;0;
Run 376;Error Cause;None;
Run 377;Varianten-ID;Capping;
Run 377;Success / Failure;true;Success
Run 377;Gesamtdauer ms;80,433;unproblematisch
Run 377;Final Placed Rooms;6;
Run 377;Open Sockets Pre-Cap;2;
Run 377;Error Cause;None;
Run 378;Varianten-ID;Capping;
Run 378;Success / Failure;true;Success
Run 378;Gesamtdauer ms;41,997;sehr schnell
Run 378;Final Placed Rooms;6;
Run 378;Open Sockets Pre-Cap;2;
Run 378;Error Cause;None;
Run 379;Varianten-ID;Capping;
Run 379;Success / Failure;true;Success
Run 379;Gesamtdauer ms;87,377;unproblematisch
Run 379;Final Placed Rooms;7;
Run 379;Open Sockets Pre-Cap;2;
Run 379;Error Cause;None;
Run 380;Varianten-ID;Capping;
Run 380;Success / Failure;true;Success
Run 380;Gesamtdauer ms;45,752;sehr schnell
Run 380;Final Placed Rooms;7;
Run 380;Open Sockets Pre-Cap;2;
Run 380;Error Cause;None;
Run 381;Varianten-ID;Capping;
Run 381;Success / Failure;true;Success
Run 381;Gesamtdauer ms;47,896;sehr schnell
Run 381;Final Placed Rooms;10;
Run 381;Open Sockets Pre-Cap;5;
Run 381;Error Cause;None;
Run 382;Varianten-ID;Capping;
Run 382;Success / Failure;true;Success
Run 382;Gesamtdauer ms;140,895;unproblematisch
Run 382;Final Placed Rooms;14;
Run 382;Open Sockets Pre-Cap;6;
Run 382;Error Cause;None;
Run 383;Varianten-ID;Capping;
Run 383;Success / Failure;true;Success
Run 383;Gesamtdauer ms;37,184;sehr schnell
Run 383;Final Placed Rooms;7;
Run 383;Open Sockets Pre-Cap;1;
Run 383;Error Cause;None;
Run 384;Varianten-ID;Capping;
Run 384;Success / Failure;false;Failure
Run 384;Gesamtdauer ms;72,813;unproblematisch
Run 384;Final Placed Rooms;10;
Run 384;Open Sockets Pre-Cap;6;
Run 384;Error Cause;OpenSocketsRemainingAfterCapping (Overlap);
Run 385;Varianten-ID;Capping;
Run 385;Success / Failure;true;Success
Run 385;Gesamtdauer ms;78,228;unproblematisch
Run 385;Final Placed Rooms;10;
Run 385;Open Sockets Pre-Cap;1;
Run 385;Error Cause;None;
Run 386;Varianten-ID;Capping;
Run 386;Success / Failure;true;Success
Run 386;Gesamtdauer ms;97,393;unproblematisch
Run 386;Final Placed Rooms;9;
Run 386;Open Sockets Pre-Cap;3;
Run 386;Error Cause;None;
Run 387;Varianten-ID;Capping;
Run 387;Success / Failure;true;Success
Run 387;Gesamtdauer ms;55,088;unproblematisch
Run 387;Final Placed Rooms;12;
Run 387;Open Sockets Pre-Cap;5;
Run 387;Error Cause;None;
Run 388;Varianten-ID;Capping;
Run 388;Success / Failure;false;Failure
Run 388;Gesamtdauer ms;83,429;unproblematisch
Run 388;Final Placed Rooms;11;
Run 388;Open Sockets Pre-Cap;6;
Run 388;Error Cause;OpenSocketsRemainingAfterCapping (Overlap);
Run 389;Varianten-ID;Capping;
Run 389;Success / Failure;false;Failure
Run 389;Gesamtdauer ms;65,14;unproblematisch
Run 389;Final Placed Rooms;11;
Run 389;Open Sockets Pre-Cap;6;
Run 389;Error Cause;OpenSocketsRemainingAfterCapping (Overlap);
Run 390;Varianten-ID;Capping;
Run 390;Success / Failure;true;Success
Run 390;Gesamtdauer ms;102,996;unproblematisch
Run 390;Final Placed Rooms;7;
Run 390;Open Sockets Pre-Cap;2;
Run 390;Error Cause;None;
Run 391;Varianten-ID;Capping;
Run 391;Success / Failure;true;Success
Run 391;Gesamtdauer ms;88,475;unproblematisch
Run 391;Final Placed Rooms;7;
Run 391;Open Sockets Pre-Cap;2;
Run 391;Error Cause;None;
Run 392;Varianten-ID;Capping;
Run 392;Success / Failure;true;Success
Run 392;Gesamtdauer ms;34,819;sehr schnell
Run 392;Final Placed Rooms;7;
Run 392;Open Sockets Pre-Cap;2;
Run 392;Error Cause;None;
Run 393;Varianten-ID;Capping;
Run 393;Success / Failure;true;Success
Run 393;Gesamtdauer ms;85,668;unproblematisch
Run 393;Final Placed Rooms;10;
Run 393;Open Sockets Pre-Cap;1;
Run 393;Error Cause;None;
Run 394;Varianten-ID;Capping;
Run 394;Success / Failure;true;Success
Run 394;Gesamtdauer ms;78,829;unproblematisch
Run 394;Final Placed Rooms;10;
Run 394;Open Sockets Pre-Cap;1;
Run 394;Error Cause;None;
Run 395;Varianten-ID;Capping;
Run 395;Success / Failure;true;Success
Run 395;Gesamtdauer ms;47,147;sehr schnell
Run 395;Final Placed Rooms;10;
Run 395;Open Sockets Pre-Cap;1;
Run 395;Error Cause;None;
Run 396;Varianten-ID;Capping;
Run 396;Success / Failure;false;Failure
Run 396;Gesamtdauer ms;104,183;unproblematisch
Run 396;Final Placed Rooms;10;
Run 396;Open Sockets Pre-Cap;6;
Run 396;Error Cause;OpenSocketsRemainingAfterCapping (Overlap);
Run 397;Varianten-ID;Capping;
Run 397;Success / Failure;true;Success
Run 397;Gesamtdauer ms;79,192;unproblematisch
Run 397;Final Placed Rooms;8;
Run 397;Open Sockets Pre-Cap;2;
Run 397;Error Cause;None;
Run 398;Varianten-ID;Capping;
Run 398;Success / Failure;true;Success
Run 398;Gesamtdauer ms;45,46;sehr schnell
Run 398;Final Placed Rooms;8;
Run 398;Open Sockets Pre-Cap;2;
Run 398;Error Cause;None;
Run 399;Varianten-ID;Capping;
Run 399;Success / Failure;true;Success
Run 399;Gesamtdauer ms;33,374;sehr schnell
Run 399;Final Placed Rooms;8;
Run 399;Open Sockets Pre-Cap;2;
Run 399;Error Cause;None;
Run 400;Varianten-ID;Capping;
Run 400;Success / Failure;true;Success
Run 400;Gesamtdauer ms;47,778;sehr schnell
Run 400;Final Placed Rooms;12;
Run 400;Open Sockets Pre-Cap;4;
Run 400;Error Cause;None;
Run 401;Varianten-ID;Capping;
Run 401;Success / Failure;true;Success
Run 401;Gesamtdauer ms;50,344;unproblematisch
Run 401;Final Placed Rooms;7;
Run 401;Open Sockets Pre-Cap;1;
Run 401;Error Cause;None;
Run 402;Varianten-ID;Capping;
Run 402;Success / Failure;true;Success
Run 402;Gesamtdauer ms;27,947;sehr schnell
Run 402;Final Placed Rooms;6;
Run 402;Open Sockets Pre-Cap;1;
Run 402;Error Cause;None;
Run 403;Varianten-ID;Capping;
Run 403;Success / Failure;true;Success
Run 403;Gesamtdauer ms;90,169;unproblematisch
Run 403;Final Placed Rooms;7;
Run 403;Open Sockets Pre-Cap;4;
Run 403;Error Cause;None;
Run 404;Varianten-ID;Capping;
Run 404;Success / Failure;true;Success
Run 404;Gesamtdauer ms;75,813;unproblematisch
Run 404;Final Placed Rooms;8;
Run 404;Open Sockets Pre-Cap;2;
Run 404;Error Cause;None;
Run 405;Varianten-ID;Capping;
Run 405;Success / Failure;true;Success
Run 405;Gesamtdauer ms;91,583;unproblematisch
Run 405;Final Placed Rooms;9;
Run 405;Open Sockets Pre-Cap;1;
Run 405;Error Cause;None;
Run 406;Varianten-ID;Capping;
Run 406;Success / Failure;true;Success
Run 406;Gesamtdauer ms;58,528;unproblematisch
Run 406;Final Placed Rooms;9;
Run 406;Open Sockets Pre-Cap;1;
Run 406;Error Cause;None;
Run 407;Varianten-ID;Capping;
Run 407;Success / Failure;true;Success
Run 407;Gesamtdauer ms;46,559;sehr schnell
Run 407;Final Placed Rooms;9;
Run 407;Open Sockets Pre-Cap;1;
Run 407;Error Cause;None;
Run 408;Varianten-ID;Capping;
Run 408;Success / Failure;true;Success
Run 408;Gesamtdauer ms;31,696;sehr schnell
Run 408;Final Placed Rooms;9;
Run 408;Open Sockets Pre-Cap;1;
Run 408;Error Cause;None;
Run 409;Varianten-ID;Capping;
Run 409;Success / Failure;true;Success
Run 409;Gesamtdauer ms;74,19;unproblematisch
Run 409;Final Placed Rooms;13;
Run 409;Open Sockets Pre-Cap;5;
Run 409;Error Cause;None;
Run 410;Varianten-ID;Capping;
Run 410;Success / Failure;true;Success
Run 410;Gesamtdauer ms;29,165;sehr schnell
Run 410;Final Placed Rooms;5;
Run 410;Open Sockets Pre-Cap;0;
Run 410;Error Cause;None;
Run 411;Varianten-ID;Capping;
Run 411;Success / Failure;true;Success
Run 411;Gesamtdauer ms;162,125;unproblematisch
Run 411;Final Placed Rooms;9;
Run 411;Open Sockets Pre-Cap;3;
Run 411;Error Cause;None;
Run 412;Varianten-ID;Capping;
Run 412;Success / Failure;true;Success
Run 412;Gesamtdauer ms;132,992;unproblematisch
Run 412;Final Placed Rooms;9;
Run 412;Open Sockets Pre-Cap;3;
Run 412;Error Cause;None;
Run 413;Varianten-ID;Capping;
Run 413;Success / Failure;true;Success
Run 413;Gesamtdauer ms;85,42;unproblematisch
Run 413;Final Placed Rooms;9;
Run 413;Open Sockets Pre-Cap;3;
Run 413;Error Cause;None;
Run 414;Varianten-ID;Capping;
Run 414;Success / Failure;true;Success
Run 414;Gesamtdauer ms;33,875;sehr schnell
Run 414;Final Placed Rooms;5;
Run 414;Open Sockets Pre-Cap;0;
Run 414;Error Cause;None;
Run 415;Varianten-ID;Capping;
Run 415;Success / Failure;true;Success
Run 415;Gesamtdauer ms;82,438;unproblematisch
Run 415;Final Placed Rooms;6;
Run 415;Open Sockets Pre-Cap;2;
Run 415;Error Cause;None;
Run 416;Varianten-ID;Capping;
Run 416;Success / Failure;true;Success
Run 416;Gesamtdauer ms;70,411;unproblematisch
Run 416;Final Placed Rooms;7;
Run 416;Open Sockets Pre-Cap;3;
Run 416;Error Cause;None;
Run 417;Varianten-ID;Capping;
Run 417;Success / Failure;true;Success
Run 417;Gesamtdauer ms;63,884;unproblematisch
Run 417;Final Placed Rooms;7;
Run 417;Open Sockets Pre-Cap;3;
Run 417;Error Cause;None;
Run 418;Varianten-ID;Capping;
Run 418;Success / Failure;true;Success
Run 418;Gesamtdauer ms;76,384;unproblematisch
Run 418;Final Placed Rooms;12;
Run 418;Open Sockets Pre-Cap;3;
Run 418;Error Cause;None;
Run 419;Varianten-ID;Capping;
Run 419;Success / Failure;true;Success
Run 419;Gesamtdauer ms;58,738;unproblematisch
Run 419;Final Placed Rooms;8;
Run 419;Open Sockets Pre-Cap;2;
Run 419;Error Cause;None;
Run 420;Varianten-ID;Capping;
Run 420;Success / Failure;true;Success
Run 420;Gesamtdauer ms;35,197;sehr schnell
Run 420;Final Placed Rooms;8;
Run 420;Open Sockets Pre-Cap;2;
Run 420;Error Cause;None;
Run 421;Varianten-ID;Capping;
Run 421;Success / Failure;true;Success
Run 421;Gesamtdauer ms;31,694;sehr schnell
Run 421;Final Placed Rooms;5;
Run 421;Open Sockets Pre-Cap;0;
Run 421;Error Cause;None;
Run 422;Varianten-ID;Capping;
Run 422;Success / Failure;true;Success
Run 422;Gesamtdauer ms;61,872;unproblematisch
Run 422;Final Placed Rooms;7;
Run 422;Open Sockets Pre-Cap;3;
Run 422;Error Cause;None;
Run 423;Varianten-ID;Capping;
Run 423;Success / Failure;false;Failure
Run 423;Gesamtdauer ms;153,705;unproblematisch
Run 423;Final Placed Rooms;12;
Run 423;Open Sockets Pre-Cap;7;
Run 423;Error Cause;OpenSocketsRemainingAfterCapping (Overlap);
Run 424;Varianten-ID;Capping;
Run 424;Success / Failure;false;Failure
Run 424;Gesamtdauer ms;71,329;unproblematisch
Run 424;Final Placed Rooms;12;
Run 424;Open Sockets Pre-Cap;7;
Run 424;Error Cause;OpenSocketsRemainingAfterCapping (Overlap);
Run 425;Varianten-ID;Capping;
Run 425;Success / Failure;true;Success
Run 425;Gesamtdauer ms;45,464;sehr schnell
Run 425;Final Placed Rooms;8;
Run 425;Open Sockets Pre-Cap;4;
Run 425;Error Cause;None;
Run 426;Varianten-ID;Capping;
Run 426;Success / Failure;true;Success
Run 426;Gesamtdauer ms;46,752;sehr schnell
Run 426;Final Placed Rooms;7;
Run 426;Open Sockets Pre-Cap;2;
Run 426;Error Cause;None;
Run 427;Varianten-ID;Capping;
Run 427;Success / Failure;true;Success
Run 427;Gesamtdauer ms;32,497;sehr schnell
Run 427;Final Placed Rooms;8;
Run 427;Open Sockets Pre-Cap;1;
Run 427;Error Cause;None;
Run 428;Varianten-ID;Capping;
Run 428;Success / Failure;true;Success
Run 428;Gesamtdauer ms;64,223;unproblematisch
Run 428;Final Placed Rooms;9;
Run 428;Open Sockets Pre-Cap;5;
Run 428;Error Cause;None;
Run 429;Varianten-ID;Capping;
Run 429;Success / Failure;true;Success
Run 429;Gesamtdauer ms;95,466;unproblematisch
Run 429;Final Placed Rooms;10;
Run 429;Open Sockets Pre-Cap;5;
Run 429;Error Cause;None;
Run 430;Varianten-ID;Capping;
Run 430;Success / Failure;true;Success
Run 430;Gesamtdauer ms;75,873;unproblematisch
Run 430;Final Placed Rooms;10;
Run 430;Open Sockets Pre-Cap;5;
Run 430;Error Cause;None;
Run 431;Varianten-ID;Capping;
Run 431;Success / Failure;true;Success
Run 431;Gesamtdauer ms;52,991;unproblematisch
Run 431;Final Placed Rooms;10;
Run 431;Open Sockets Pre-Cap;4;
Run 431;Error Cause;None;
Run 432;Varianten-ID;Capping;
Run 432;Success / Failure;true;Success
Run 432;Gesamtdauer ms;48,183;sehr schnell
Run 432;Final Placed Rooms;8;
Run 432;Open Sockets Pre-Cap;1;
Run 432;Error Cause;None;
Run 433;Varianten-ID;Capping;
Run 433;Success / Failure;true;Success
Run 433;Gesamtdauer ms;62,919;unproblematisch
Run 433;Final Placed Rooms;7;
Run 433;Open Sockets Pre-Cap;4;
Run 433;Error Cause;None;
Run 434;Varianten-ID;Capping;
Run 434;Success / Failure;true;Success
Run 434;Gesamtdauer ms;74,226;unproblematisch
Run 434;Final Placed Rooms;13;
Run 434;Open Sockets Pre-Cap;5;
Run 434;Error Cause;None;
Run 435;Varianten-ID;Capping;
Run 435;Success / Failure;true;Success
Run 435;Gesamtdauer ms;65,251;unproblematisch
Run 435;Final Placed Rooms;13;
Run 435;Open Sockets Pre-Cap;5;
Run 435;Error Cause;None;
Run 436;Varianten-ID;Capping;
Run 436;Success / Failure;true;Success
Run 436;Gesamtdauer ms;56,909;unproblematisch
Run 436;Final Placed Rooms;12;
Run 436;Open Sockets Pre-Cap;4;
Run 436;Error Cause;None;
Run 437;Varianten-ID;Capping;
Run 437;Success / Failure;true;Success
Run 437;Gesamtdauer ms;110,164;unproblematisch
Run 437;Final Placed Rooms;9;
Run 437;Open Sockets Pre-Cap;3;
Run 437;Error Cause;None;
Run 438;Varianten-ID;Capping;
Run 438;Success / Failure;true;Success
Run 438;Gesamtdauer ms;68,041;unproblematisch
Run 438;Final Placed Rooms;10;
Run 438;Open Sockets Pre-Cap;4;
Run 438;Error Cause;None;
Run 439;Varianten-ID;Capping;
Run 439;Success / Failure;true;Success
Run 439;Gesamtdauer ms;81,457;unproblematisch
Run 439;Final Placed Rooms;10;
Run 439;Open Sockets Pre-Cap;3;
Run 439;Error Cause;None;
Run 440;Varianten-ID;Capping;
Run 440;Success / Failure;true;Success
Run 440;Gesamtdauer ms;45,891;sehr schnell
Run 440;Final Placed Rooms;10;
Run 440;Open Sockets Pre-Cap;3;
Run 440;Error Cause;None;
Run 441;Varianten-ID;Capping;
Run 441;Success / Failure;true;Success
Run 441;Gesamtdauer ms;33,34;sehr schnell
Run 441;Final Placed Rooms;6;
Run 441;Open Sockets Pre-Cap;1;
Run 441;Error Cause;None;
Run 442;Varianten-ID;Capping;
Run 442;Success / Failure;true;Success
Run 442;Gesamtdauer ms;187,899;unproblematisch
Run 442;Final Placed Rooms;9;
Run 442;Open Sockets Pre-Cap;5;
Run 442;Error Cause;None;
Run 443;Varianten-ID;Capping;
Run 443;Success / Failure;true;Success
Run 443;Gesamtdauer ms;87,779;unproblematisch
Run 443;Final Placed Rooms;9;
Run 443;Open Sockets Pre-Cap;5;
Run 443;Error Cause;None;
Run 444;Varianten-ID;Capping;
Run 444;Success / Failure;false;Failure
Run 444;Gesamtdauer ms;74,591;unproblematisch
Run 444;Final Placed Rooms;13;
Run 444;Open Sockets Pre-Cap;7;
Run 444;Error Cause;OpenSocketsRemainingAfterCapping (Overlap);
Run 445;Varianten-ID;Capping;
Run 445;Success / Failure;true;Success
Run 445;Gesamtdauer ms;105,849;unproblematisch
Run 445;Final Placed Rooms;14;
Run 445;Open Sockets Pre-Cap;5;
Run 445;Error Cause;None;
Run 446;Varianten-ID;Capping;
Run 446;Success / Failure;true;Success
Run 446;Gesamtdauer ms;68,357;unproblematisch
Run 446;Final Placed Rooms;14;
Run 446;Open Sockets Pre-Cap;5;
Run 446;Error Cause;None;
Run 447;Varianten-ID;Capping;
Run 447;Success / Failure;true;Success
Run 447;Gesamtdauer ms;39,432;sehr schnell
Run 447;Final Placed Rooms;8;
Run 447;Open Sockets Pre-Cap;2;
Run 447;Error Cause;None;
Run 448;Varianten-ID;Capping;
Run 448;Success / Failure;true;Success
Run 448;Gesamtdauer ms;95,745;unproblematisch
Run 448;Final Placed Rooms;10;
Run 448;Open Sockets Pre-Cap;5;
Run 448;Error Cause;None;
Run 449;Varianten-ID;Capping;
Run 449;Success / Failure;true;Success
Run 449;Gesamtdauer ms;65,814;unproblematisch
Run 449;Final Placed Rooms;10;
Run 449;Open Sockets Pre-Cap;5;
Run 449;Error Cause;None;
Run 450;Varianten-ID;Capping;
Run 450;Success / Failure;true;Success
Run 450;Gesamtdauer ms;41,715;sehr schnell
Run 450;Final Placed Rooms;11;
Run 450;Open Sockets Pre-Cap;2;
Run 450;Error Cause;None;
Run 451;Varianten-ID;Capping;
Run 451;Success / Failure;true;Success
Run 451;Gesamtdauer ms;134,596;unproblematisch
Run 451;Final Placed Rooms;9;
Run 451;Open Sockets Pre-Cap;3;
Run 451;Error Cause;None;
Run 452;Varianten-ID;Capping;
Run 452;Success / Failure;true;Success
Run 452;Gesamtdauer ms;66,709;unproblematisch
Run 452;Final Placed Rooms;9;
Run 452;Open Sockets Pre-Cap;3;
Run 452;Error Cause;None;
Run 453;Varianten-ID;Capping;
Run 453;Success / Failure;true;Success
Run 453;Gesamtdauer ms;40,917;sehr schnell
Run 453;Final Placed Rooms;9;
Run 453;Open Sockets Pre-Cap;3;
Run 453;Error Cause;None;
Run 454;Varianten-ID;Capping;
Run 454;Success / Failure;true;Success
Run 454;Gesamtdauer ms;108,342;unproblematisch
Run 454;Final Placed Rooms;6;
Run 454;Open Sockets Pre-Cap;3;
Run 454;Error Cause;None;
Run 455;Varianten-ID;Capping;
Run 455;Success / Failure;true;Success
Run 455;Gesamtdauer ms;52,577;unproblematisch
Run 455;Final Placed Rooms;6;
Run 455;Open Sockets Pre-Cap;2;
Run 455;Error Cause;None;
Run 456;Varianten-ID;Capping;
Run 456;Success / Failure;true;Success
Run 456;Gesamtdauer ms;57,508;unproblematisch
Run 456;Final Placed Rooms;9;
Run 456;Open Sockets Pre-Cap;4;
Run 456;Error Cause;None;
Run 457;Varianten-ID;Capping;
Run 457;Success / Failure;true;Success
Run 457;Gesamtdauer ms;83,07;unproblematisch
Run 457;Final Placed Rooms;7;
Run 457;Open Sockets Pre-Cap;3;
Run 457;Error Cause;None;
Run 458;Varianten-ID;Capping;
Run 458;Success / Failure;true;Success
Run 458;Gesamtdauer ms;32,662;sehr schnell
Run 458;Final Placed Rooms;7;
Run 458;Open Sockets Pre-Cap;0;
Run 458;Error Cause;None;
Run 459;Varianten-ID;Capping;
Run 459;Success / Failure;true;Success
Run 459;Gesamtdauer ms;112,308;unproblematisch
Run 459;Final Placed Rooms;8;
Run 459;Open Sockets Pre-Cap;3;
Run 459;Error Cause;None;
Run 460;Varianten-ID;Capping;
Run 460;Success / Failure;true;Success
Run 460;Gesamtdauer ms;54,043;unproblematisch
Run 460;Final Placed Rooms;8;
Run 460;Open Sockets Pre-Cap;3;
Run 460;Error Cause;None;
Run 461;Varianten-ID;Capping;
Run 461;Success / Failure;true;Success
Run 461;Gesamtdauer ms;78,271;unproblematisch
Run 461;Final Placed Rooms;7;
Run 461;Open Sockets Pre-Cap;3;
Run 461;Error Cause;None;
Run 462;Varianten-ID;Capping;
Run 462;Success / Failure;true;Success
Run 462;Gesamtdauer ms;50,739;unproblematisch
Run 462;Final Placed Rooms;7;
Run 462;Open Sockets Pre-Cap;2;
Run 462;Error Cause;None;
Run 463;Varianten-ID;Capping;
Run 463;Success / Failure;false;Failure
Run 463;Gesamtdauer ms;99,673;unproblematisch
Run 463;Final Placed Rooms;12;
Run 463;Open Sockets Pre-Cap;8;
Run 463;Error Cause;OpenSocketsRemainingAfterCapping (Overlap);
Run 464;Varianten-ID;Capping;
Run 464;Success / Failure;false;Failure
