Gruppe;Kennzahl;Wert;Bewertung
Run 442;Success / Failure;true;Success
Run 442;Gesamtdauer ms;3080,058;teuer, Performance pruefen
Run 442;Final Placed Rooms;26;
Run 442;Open Sockets Pre-Cap;15;
Run 442;Error Cause;None;
Run 443;Varianten-ID;HighControl;
Run 443;Success / Failure;true;Success
Run 443;Gesamtdauer ms;2919,316;teuer, Performance pruefen
Run 443;Final Placed Rooms;26;
Run 443;Open Sockets Pre-Cap;15;
Run 443;Error Cause;None;
Run 444;Varianten-ID;HighControl;
Run 444;Success / Failure;true;Success
Run 444;Gesamtdauer ms;2690,835;teuer, Performance pruefen
Run 444;Final Placed Rooms;26;
Run 444;Open Sockets Pre-Cap;15;
Run 444;Error Cause;None;
Run 445;Varianten-ID;HighControl;
Run 445;Success / Failure;true;Success
Run 445;Gesamtdauer ms;2314,898;teuer, Performance pruefen
Run 445;Final Placed Rooms;26;
Run 445;Open Sockets Pre-Cap;15;
Run 445;Error Cause;None;
Run 446;Varianten-ID;HighControl;
Run 446;Success / Failure;true;Success
Run 446;Gesamtdauer ms;2095,2;teuer, Performance pruefen
Run 446;Final Placed Rooms;26;
Run 446;Open Sockets Pre-Cap;15;
Run 446;Error Cause;None;
Run 447;Varianten-ID;HighControl;
Run 447;Success / Failure;true;Success
Run 447;Gesamtdauer ms;1829,1;teuer, Performance pruefen
Run 447;Final Placed Rooms;26;
Run 447;Open Sockets Pre-Cap;15;
Run 447;Error Cause;None;
Run 448;Varianten-ID;HighControl;
Run 448;Success / Failure;true;Success
Run 448;Gesamtdauer ms;1696,256;teuer, Performance pruefen
Run 448;Final Placed Rooms;26;
Run 448;Open Sockets Pre-Cap;15;
Run 448;Error Cause;None;
Run 449;Varianten-ID;HighControl;
Run 449;Success / Failure;true;Success
Run 449;Gesamtdauer ms;1575,835;teuer, Performance pruefen
Run 449;Final Placed Rooms;26;
Run 449;Open Sockets Pre-Cap;15;
Run 449;Error Cause;None;
Run 450;Varianten-ID;HighControl;
Run 450;Success / Failure;true;Success
Run 450;Gesamtdauer ms;1133,289;teuer, Performance pruefen
Run 450;Final Placed Rooms;26;
Run 450;Open Sockets Pre-Cap;15;
Run 450;Error Cause;None;
Run 451;Varianten-ID;HighControl;
Run 451;Success / Failure;true;Success
Run 451;Gesamtdauer ms;985,035;spuerbar, aber fuer Offline-Generierung brauchbar
Run 451;Final Placed Rooms;26;
Run 451;Open Sockets Pre-Cap;15;
Run 451;Error Cause;None;
Run 452;Varianten-ID;HighControl;
Run 452;Success / Failure;true;Success
Run 452;Gesamtdauer ms;848,773;spuerbar, aber fuer Offline-Generierung brauchbar
Run 452;Final Placed Rooms;26;
Run 452;Open Sockets Pre-Cap;15;
Run 452;Error Cause;None;
Run 453;Varianten-ID;HighControl;
Run 453;Success / Failure;true;Success
Run 453;Gesamtdauer ms;788,255;spuerbar, aber fuer Offline-Generierung brauchbar
Run 453;Final Placed Rooms;26;
Run 453;Open Sockets Pre-Cap;15;
Run 453;Error Cause;None;
Run 454;Varianten-ID;HighControl;
Run 454;Success / Failure;true;Success
Run 454;Gesamtdauer ms;507,256;spuerbar, aber fuer Offline-Generierung brauchbar
Run 454;Final Placed Rooms;26;
Run 454;Open Sockets Pre-Cap;15;
Run 454;Error Cause;None;
Run 455;Varianten-ID;HighControl;
Run 455;Success / Failure;true;Success
Run 455;Gesamtdauer ms;3885,182;teuer, Performance pruefen
Run 455;Final Placed Rooms;16;
Run 455;Open Sockets Pre-Cap;4;
Run 455;Error Cause;None;
Run 456;Varianten-ID;HighControl;
Run 456;Success / Failure;true;Success
Run 456;Gesamtdauer ms;4188,573;teuer, Performance pruefen
Run 456;Final Placed Rooms;17;
Run 456;Open Sockets Pre-Cap;11;
Run 456;Error Cause;None;
Run 457;Varianten-ID;HighControl;
Run 457;Success / Failure;true;Success
Run 457;Gesamtdauer ms;4365,588;teuer, Performance pruefen
Run 457;Final Placed Rooms;13;
Run 457;Open Sockets Pre-Cap;4;
Run 457;Error Cause;None;
Run 458;Varianten-ID;HighControl;
Run 458;Success / Failure;true;Success
Run 458;Gesamtdauer ms;4215,99;teuer, Performance pruefen
Run 458;Final Placed Rooms;14;
Run 458;Open Sockets Pre-Cap;5;
Run 458;Error Cause;None;
Run 459;Varianten-ID;HighControl;
Run 459;Success / Failure;true;Success
Run 459;Gesamtdauer ms;4436,964;teuer, Performance pruefen
Run 459;Final Placed Rooms;17;
Run 459;Open Sockets Pre-Cap;10;
Run 459;Error Cause;None;
Run 460;Varianten-ID;HighControl;
Run 460;Success / Failure;true;Success
Run 460;Gesamtdauer ms;4349,338;teuer, Performance pruefen
Run 460;Final Placed Rooms;19;
Run 460;Open Sockets Pre-Cap;7;
Run 460;Error Cause;None;
Run 461;Varianten-ID;HighControl;
Run 461;Success / Failure;true;Success
Run 461;Gesamtdauer ms;4252,432;teuer, Performance pruefen
Run 461;Final Placed Rooms;15;
Run 461;Open Sockets Pre-Cap;7;
Run 461;Error Cause;None;
Run 462;Varianten-ID;HighControl;
Run 462;Success / Failure;true;Success
Run 462;Gesamtdauer ms;4203,922;teuer, Performance pruefen
Run 462;Final Placed Rooms;17;
Run 462;Open Sockets Pre-Cap;9;
Run 462;Error Cause;None;
Run 463;Varianten-ID;HighControl;
Run 463;Success / Failure;true;Success
Run 463;Gesamtdauer ms;4453,013;teuer, Performance pruefen
Run 463;Final Placed Rooms;17;
Run 463;Open Sockets Pre-Cap;11;
Run 463;Error Cause;None;
Run 464;Varianten-ID;HighControl;
Run 464;Success / Failure;true;Success
Run 464;Gesamtdauer ms;4418,918;teuer, Performance pruefen
Run 464;Final Placed Rooms;14;
Run 464;Open Sockets Pre-Cap;5;
Run 464;Error Cause;None;
Run 465;Varianten-ID;HighControl;
Run 465;Success / Failure;true;Success
Run 465;Gesamtdauer ms;4501,422;teuer, Performance pruefen
Run 465;Final Placed Rooms;16;
Run 465;Open Sockets Pre-Cap;7;
Run 465;Error Cause;None;
Run 466;Varianten-ID;HighControl;
Run 466;Success / Failure;true;Success
Run 466;Gesamtdauer ms;4220,316;teuer, Performance pruefen
Run 466;Final Placed Rooms;17;
Run 466;Open Sockets Pre-Cap;6;
Run 466;Error Cause;None;
Run 467;Varianten-ID;HighControl;
Run 467;Success / Failure;true;Success
Run 467;Gesamtdauer ms;4448,078;teuer, Performance pruefen
Run 467;Final Placed Rooms;17;
Run 467;Open Sockets Pre-Cap;14;
Run 467;Error Cause;None;
Run 468;Varianten-ID;HighControl;
Run 468;Success / Failure;true;Success
Run 468;Gesamtdauer ms;4576,105;teuer, Performance pruefen
Run 468;Final Placed Rooms;19;
Run 468;Open Sockets Pre-Cap;15;
Run 468;Error Cause;None;
Run 469;Varianten-ID;HighControl;
Run 469;Success / Failure;true;Success
Run 469;Gesamtdauer ms;4428,702;teuer, Performance pruefen
Run 469;Final Placed Rooms;16;
Run 469;Open Sockets Pre-Cap;7;
Run 469;Error Cause;None;
Run 470;Varianten-ID;HighControl;
Run 470;Success / Failure;true;Success
Run 470;Gesamtdauer ms;4128,574;teuer, Performance pruefen
Run 470;Final Placed Rooms;16;
Run 470;Open Sockets Pre-Cap;7;
Run 470;Error Cause;None;
Run 471;Varianten-ID;HighControl;
Run 471;Success / Failure;true;Success
Run 471;Gesamtdauer ms;4163,839;teuer, Performance pruefen
Run 471;Final Placed Rooms;17;
Run 471;Open Sockets Pre-Cap;7;
Run 471;Error Cause;None;
Run 472;Varianten-ID;HighControl;
Run 472;Success / Failure;true;Success
Run 472;Gesamtdauer ms;3885,727;teuer, Performance pruefen
Run 472;Final Placed Rooms;14;
Run 472;Open Sockets Pre-Cap;3;
Run 472;Error Cause;None;
Run 473;Varianten-ID;HighControl;
Run 473;Success / Failure;true;Success
Run 473;Gesamtdauer ms;3798,878;teuer, Performance pruefen
Run 473;Final Placed Rooms;17;
Run 473;Open Sockets Pre-Cap;8;
Run 473;Error Cause;None;
Run 474;Varianten-ID;HighControl;
Run 474;Success / Failure;true;Success
Run 474;Gesamtdauer ms;3447,574;teuer, Performance pruefen
Run 474;Final Placed Rooms;17;
Run 474;Open Sockets Pre-Cap;9;
Run 474;Error Cause;None;
Run 475;Varianten-ID;HighControl;
Run 475;Success / Failure;true;Success
Run 475;Gesamtdauer ms;3241,769;teuer, Performance pruefen
Run 475;Final Placed Rooms;14;
Run 475;Open Sockets Pre-Cap;2;
Run 475;Error Cause;None;
Run 476;Varianten-ID;HighControl;
Run 476;Success / Failure;true;Success
Run 476;Gesamtdauer ms;3283,465;teuer, Performance pruefen
Run 476;Final Placed Rooms;16;
Run 476;Open Sockets Pre-Cap;5;
Run 476;Error Cause;None;
Run 477;Varianten-ID;HighControl;
Run 477;Success / Failure;true;Success
Run 477;Gesamtdauer ms;3133,491;teuer, Performance pruefen
Run 477;Final Placed Rooms;13;
Run 477;Open Sockets Pre-Cap;1;
Run 477;Error Cause;None;
Run 478;Varianten-ID;HighControl;
Run 478;Success / Failure;true;Success
Run 478;Gesamtdauer ms;3080,227;teuer, Performance pruefen
Run 478;Final Placed Rooms;18;
Run 478;Open Sockets Pre-Cap;11;
Run 478;Error Cause;None;
Run 479;Varianten-ID;HighControl;
Run 479;Success / Failure;true;Success
Run 479;Gesamtdauer ms;2732,131;teuer, Performance pruefen
Run 479;Final Placed Rooms;18;
Run 479;Open Sockets Pre-Cap;12;
Run 479;Error Cause;None;
Run 480;Varianten-ID;HighControl;
Run 480;Success / Failure;true;Success
Run 480;Gesamtdauer ms;2751,334;teuer, Performance pruefen
Run 480;Final Placed Rooms;16;
Run 480;Open Sockets Pre-Cap;7;
Run 480;Error Cause;None;
Run 481;Varianten-ID;HighControl;
Run 481;Success / Failure;true;Success
Run 481;Gesamtdauer ms;2704,302;teuer, Performance pruefen
Run 481;Final Placed Rooms;16;
Run 481;Open Sockets Pre-Cap;6;
Run 481;Error Cause;None;
Run 482;Varianten-ID;HighControl;
Run 482;Success / Failure;true;Success
Run 482;Gesamtdauer ms;2881,384;teuer, Performance pruefen
Run 482;Final Placed Rooms;16;
Run 482;Open Sockets Pre-Cap;8;
Run 482;Error Cause;None;
Run 483;Varianten-ID;HighControl;
Run 483;Success / Failure;true;Success
Run 483;Gesamtdauer ms;2815,805;teuer, Performance pruefen
Run 483;Final Placed Rooms;20;
Run 483;Open Sockets Pre-Cap;12;
Run 483;Error Cause;None;
Run 484;Varianten-ID;HighControl;
Run 484;Success / Failure;true;Success
Run 484;Gesamtdauer ms;3029,198;teuer, Performance pruefen
Run 484;Final Placed Rooms;17;
Run 484;Open Sockets Pre-Cap;10;
Run 484;Error Cause;None;
Run 485;Varianten-ID;HighControl;
Run 485;Success / Failure;true;Success
Run 485;Gesamtdauer ms;3111,373;teuer, Performance pruefen
Run 485;Final Placed Rooms;15;
Run 485;Open Sockets Pre-Cap;9;
Run 485;Error Cause;None;
Run 486;Varianten-ID;HighControl;
Run 486;Success / Failure;true;Success
Run 486;Gesamtdauer ms;3353,193;teuer, Performance pruefen
Run 486;Final Placed Rooms;17;
Run 486;Open Sockets Pre-Cap;11;
Run 486;Error Cause;None;
Run 487;Varianten-ID;HighControl;
Run 487;Success / Failure;true;Success
Run 487;Gesamtdauer ms;3309,201;teuer, Performance pruefen
Run 487;Final Placed Rooms;18;
Run 487;Open Sockets Pre-Cap;8;
Run 487;Error Cause;None;
Run 488;Varianten-ID;HighControl;
Run 488;Success / Failure;true;Success
Run 488;Gesamtdauer ms;3309,188;teuer, Performance pruefen
Run 488;Final Placed Rooms;15;
Run 488;Open Sockets Pre-Cap;5;
Run 488;Error Cause;None;
Run 489;Varianten-ID;HighControl;
Run 489;Success / Failure;true;Success
Run 489;Gesamtdauer ms;3396,55;teuer, Performance pruefen
Run 489;Final Placed Rooms;15;
Run 489;Open Sockets Pre-Cap;5;
Run 489;Error Cause;None;
Run 490;Varianten-ID;HighControl;
Run 490;Success / Failure;true;Success
Run 490;Gesamtdauer ms;3562,124;teuer, Performance pruefen
Run 490;Final Placed Rooms;15;
Run 490;Open Sockets Pre-Cap;8;
Run 490;Error Cause;None;
Run 491;Varianten-ID;HighControl;
Run 491;Success / Failure;true;Success
Run 491;Gesamtdauer ms;4190,417;teuer, Performance pruefen
Run 491;Final Placed Rooms;18;
Run 491;Open Sockets Pre-Cap;13;
Run 491;Error Cause;None;
Run 492;Varianten-ID;HighControl;
Run 492;Success / Failure;true;Success
Run 492;Gesamtdauer ms;4079,16;teuer, Performance pruefen
Run 492;Final Placed Rooms;14;
Run 492;Open Sockets Pre-Cap;3;
Run 492;Error Cause;None;
Run 493;Varianten-ID;HighControl;
Run 493;Success / Failure;true;Success
Run 493;Gesamtdauer ms;4394,491;teuer, Performance pruefen
Run 493;Final Placed Rooms;16;
Run 493;Open Sockets Pre-Cap;8;
Run 493;Error Cause;None;
Run 494;Varianten-ID;HighControl;
Run 494;Success / Failure;true;Success
Run 494;Gesamtdauer ms;4205,516;teuer, Performance pruefen
Run 494;Final Placed Rooms;17;
Run 494;Open Sockets Pre-Cap;7;
Run 494;Error Cause;None;
Run 495;Varianten-ID;HighControl;
Run 495;Success / Failure;true;Success
Run 495;Gesamtdauer ms;4507,32;teuer, Performance pruefen
Run 495;Final Placed Rooms;14;
Run 495;Open Sockets Pre-Cap;10;
Run 495;Error Cause;None;
Run 496;Varianten-ID;HighControl;
Run 496;Success / Failure;true;Success
Run 496;Gesamtdauer ms;4539,474;teuer, Performance pruefen
Run 496;Final Placed Rooms;17;
Run 496;Open Sockets Pre-Cap;7;
Run 496;Error Cause;None;
Run 497;Varianten-ID;HighControl;
Run 497;Success / Failure;true;Success
Run 497;Gesamtdauer ms;4671,526;teuer, Performance pruefen
Run 497;Final Placed Rooms;19;
Run 497;Open Sockets Pre-Cap;13;
Run 497;Error Cause;None;
Run 498;Varianten-ID;HighControl;
Run 498;Success / Failure;true;Success
Run 498;Gesamtdauer ms;4564,467;teuer, Performance pruefen
Run 498;Final Placed Rooms;14;
Run 498;Open Sockets Pre-Cap;4;
Run 498;Error Cause;None;
Run 499;Varianten-ID;HighControl;
Run 499;Success / Failure;true;Success
Run 499;Gesamtdauer ms;4360,38;teuer, Performance pruefen
Run 499;Final Placed Rooms;16;
Run 499;Open Sockets Pre-Cap;7;
Run 499;Error Cause;None;
