Gruppe;Kennzahl;Wert;Bewertung
Run 101;Final Placed Rooms;17;
Run 101;Open Sockets Pre-Cap;7;
Run 101;Error Cause;None;
Run 102;Varianten-ID;Standard;
Run 102;Success / Failure;true;Success
Run 102;Gesamtdauer ms;879,707;spuerbar, aber fuer Offline-Generierung brauchbar
Run 102;Final Placed Rooms;17;
Run 102;Open Sockets Pre-Cap;7;
Run 102;Error Cause;None;
Run 103;Varianten-ID;Standard;
Run 103;Success / Failure;true;Success
Run 103;Gesamtdauer ms;649,733;spuerbar, aber fuer Offline-Generierung brauchbar
Run 103;Final Placed Rooms;17;
Run 103;Open Sockets Pre-Cap;7;
Run 103;Error Cause;None;
Run 104;Varianten-ID;Standard;
Run 104;Success / Failure;true;Success
Run 104;Gesamtdauer ms;611,178;spuerbar, aber fuer Offline-Generierung brauchbar
Run 104;Final Placed Rooms;17;
Run 104;Open Sockets Pre-Cap;7;
Run 104;Error Cause;None;
Run 105;Varianten-ID;Standard;
Run 105;Success / Failure;true;Success
Run 105;Gesamtdauer ms;565,066;spuerbar, aber fuer Offline-Generierung brauchbar
Run 105;Final Placed Rooms;17;
Run 105;Open Sockets Pre-Cap;7;
Run 105;Error Cause;None;
Run 106;Varianten-ID;Standard;
Run 106;Success / Failure;true;Success
Run 106;Gesamtdauer ms;448,956;spuerbar, aber fuer Offline-Generierung brauchbar
Run 106;Final Placed Rooms;17;
Run 106;Open Sockets Pre-Cap;7;
Run 106;Error Cause;None;
Run 107;Varianten-ID;Standard;
Run 107;Success / Failure;true;Success
Run 107;Gesamtdauer ms;276,267;spuerbar, aber fuer Offline-Generierung brauchbar
Run 107;Final Placed Rooms;17;
Run 107;Open Sockets Pre-Cap;7;
Run 107;Error Cause;None;
Run 108;Varianten-ID;Standard;
Run 108;Success / Failure;true;Success
Run 108;Gesamtdauer ms;164,217;unproblematisch
Run 108;Final Placed Rooms;17;
Run 108;Open Sockets Pre-Cap;7;
Run 108;Error Cause;None;
Run 109;Varianten-ID;Standard;
Run 109;Success / Failure;true;Success
Run 109;Gesamtdauer ms;152,637;unproblematisch
Run 109;Final Placed Rooms;14;
Run 109;Open Sockets Pre-Cap;6;
Run 109;Error Cause;None;
Run 110;Varianten-ID;Standard;
Run 110;Success / Failure;true;Success
Run 110;Gesamtdauer ms;316,184;spuerbar, aber fuer Offline-Generierung brauchbar
Run 110;Final Placed Rooms;17;
Run 110;Open Sockets Pre-Cap;6;
Run 110;Error Cause;None;
Run 111;Varianten-ID;Standard;
Run 111;Success / Failure;true;Success
Run 111;Gesamtdauer ms;182,244;unproblematisch
Run 111;Final Placed Rooms;17;
Run 111;Open Sockets Pre-Cap;6;
Run 111;Error Cause;None;
Run 112;Varianten-ID;Standard;
Run 112;Success / Failure;true;Success
Run 112;Gesamtdauer ms;603,705;spuerbar, aber fuer Offline-Generierung brauchbar
Run 112;Final Placed Rooms;14;
Run 112;Open Sockets Pre-Cap;7;
Run 112;Error Cause;None;
Run 113;Varianten-ID;Standard;
Run 113;Success / Failure;true;Success
Run 113;Gesamtdauer ms;403,229;spuerbar, aber fuer Offline-Generierung brauchbar
Run 113;Final Placed Rooms;14;
Run 113;Open Sockets Pre-Cap;7;
Run 113;Error Cause;None;
Run 114;Varianten-ID;Standard;
Run 114;Success / Failure;true;Success
Run 114;Gesamtdauer ms;164,124;unproblematisch
Run 114;Final Placed Rooms;14;
Run 114;Open Sockets Pre-Cap;7;
Run 114;Error Cause;None;
Run 115;Varianten-ID;Standard;
Run 115;Success / Failure;true;Success
Run 115;Gesamtdauer ms;321,84;spuerbar, aber fuer Offline-Generierung brauchbar
Run 115;Final Placed Rooms;16;
Run 115;Open Sockets Pre-Cap;3;
Run 115;Error Cause;None;
Run 116;Varianten-ID;Standard;
Run 116;Success / Failure;true;Success
Run 116;Gesamtdauer ms;230,269;unproblematisch
Run 116;Final Placed Rooms;16;
Run 116;Open Sockets Pre-Cap;3;
Run 116;Error Cause;None;
Run 117;Varianten-ID;Standard;
Run 117;Success / Failure;true;Success
Run 117;Gesamtdauer ms;193,312;unproblematisch
Run 117;Final Placed Rooms;16;
Run 117;Open Sockets Pre-Cap;3;
Run 117;Error Cause;None;
Run 118;Varianten-ID;Standard;
Run 118;Success / Failure;true;Success
Run 118;Gesamtdauer ms;131,799;unproblematisch
Run 118;Final Placed Rooms;16;
Run 118;Open Sockets Pre-Cap;3;
Run 118;Error Cause;None;
Run 119;Varianten-ID;Standard;
Run 119;Success / Failure;true;Success
Run 119;Gesamtdauer ms;283,858;spuerbar, aber fuer Offline-Generierung brauchbar
Run 119;Final Placed Rooms;17;
Run 119;Open Sockets Pre-Cap;3;
Run 119;Error Cause;None;
Run 120;Varianten-ID;Standard;
Run 120;Success / Failure;true;Success
Run 120;Gesamtdauer ms;241,18;unproblematisch
Run 120;Final Placed Rooms;17;
Run 120;Open Sockets Pre-Cap;3;
Run 120;Error Cause;None;
Run 121;Varianten-ID;Standard;
Run 121;Success / Failure;true;Success
Run 121;Gesamtdauer ms;143,894;unproblematisch
Run 121;Final Placed Rooms;17;
Run 121;Open Sockets Pre-Cap;3;
Run 121;Error Cause;None;
Run 122;Varianten-ID;Standard;
Run 122;Success / Failure;true;Success
Run 122;Gesamtdauer ms;123,924;unproblematisch
Run 122;Final Placed Rooms;17;
Run 122;Open Sockets Pre-Cap;3;
Run 122;Error Cause;None;
Run 123;Varianten-ID;Standard;
Run 123;Success / Failure;true;Success
Run 123;Gesamtdauer ms;168,415;unproblematisch
Run 123;Final Placed Rooms;20;
Run 123;Open Sockets Pre-Cap;9;
Run 123;Error Cause;None;
Run 124;Varianten-ID;Standard;
Run 124;Success / Failure;true;Success
Run 124;Gesamtdauer ms;1303,167;teuer, Performance pruefen
Run 124;Final Placed Rooms;18;
Run 124;Open Sockets Pre-Cap;8;
Run 124;Error Cause;None;
Run 125;Varianten-ID;Standard;
Run 125;Success / Failure;true;Success
Run 125;Gesamtdauer ms;1221,616;teuer, Performance pruefen
Run 125;Final Placed Rooms;18;
Run 125;Open Sockets Pre-Cap;8;
Run 125;Error Cause;None;
Run 126;Varianten-ID;Standard;
Run 126;Success / Failure;true;Success
Run 126;Gesamtdauer ms;1051,136;teuer, Performance pruefen
Run 126;Final Placed Rooms;18;
Run 126;Open Sockets Pre-Cap;8;
Run 126;Error Cause;None;
Run 127;Varianten-ID;Standard;
Run 127;Success / Failure;true;Success
Run 127;Gesamtdauer ms;975,399;spuerbar, aber fuer Offline-Generierung brauchbar
Run 127;Final Placed Rooms;18;
Run 127;Open Sockets Pre-Cap;8;
Run 127;Error Cause;None;
Run 128;Varianten-ID;Standard;
Run 128;Success / Failure;true;Success
Run 128;Gesamtdauer ms;834,26;spuerbar, aber fuer Offline-Generierung brauchbar
Run 128;Final Placed Rooms;18;
Run 128;Open Sockets Pre-Cap;8;
Run 128;Error Cause;None;
Run 129;Varianten-ID;Standard;
Run 129;Success / Failure;true;Success
Run 129;Gesamtdauer ms;847,098;spuerbar, aber fuer Offline-Generierung brauchbar
Run 129;Final Placed Rooms;18;
Run 129;Open Sockets Pre-Cap;8;
Run 129;Error Cause;None;
Run 130;Varianten-ID;Standard;
Run 130;Success / Failure;true;Success
Run 130;Gesamtdauer ms;649,107;spuerbar, aber fuer Offline-Generierung brauchbar
Run 130;Final Placed Rooms;18;
Run 130;Open Sockets Pre-Cap;8;
Run 130;Error Cause;None;
Run 131;Varianten-ID;Standard;
Run 131;Success / Failure;true;Success
Run 131;Gesamtdauer ms;502,15;spuerbar, aber fuer Offline-Generierung brauchbar
Run 131;Final Placed Rooms;18;
Run 131;Open Sockets Pre-Cap;8;
Run 131;Error Cause;None;
Run 132;Varianten-ID;Standard;
Run 132;Success / Failure;true;Success
Run 132;Gesamtdauer ms;271,941;spuerbar, aber fuer Offline-Generierung brauchbar
Run 132;Final Placed Rooms;18;
Run 132;Open Sockets Pre-Cap;8;
Run 132;Error Cause;None;
Run 133;Varianten-ID;Standard;
Run 133;Success / Failure;true;Success
Run 133;Gesamtdauer ms;193,483;unproblematisch
Run 133;Final Placed Rooms;18;
Run 133;Open Sockets Pre-Cap;8;
Run 133;Error Cause;None;
Run 134;Varianten-ID;Standard;
Run 134;Success / Failure;true;Success
Run 134;Gesamtdauer ms;47,824;sehr schnell
Run 134;Final Placed Rooms;12;
Run 134;Open Sockets Pre-Cap;4;
Run 134;Error Cause;None;
Run 135;Varianten-ID;Standard;
Run 135;Success / Failure;true;Success
Run 135;Gesamtdauer ms;182,085;unproblematisch
Run 135;Final Placed Rooms;20;
Run 135;Open Sockets Pre-Cap;10;
Run 135;Error Cause;None;
Run 136;Varianten-ID;Standard;
Run 136;Success / Failure;true;Success
Run 136;Gesamtdauer ms;300,57;spuerbar, aber fuer Offline-Generierung brauchbar
Run 136;Final Placed Rooms;10;
Run 136;Open Sockets Pre-Cap;0;
Run 136;Error Cause;None;
Run 137;Varianten-ID;Standard;
Run 137;Success / Failure;true;Success
Run 137;Gesamtdauer ms;241,946;unproblematisch
Run 137;Final Placed Rooms;10;
Run 137;Open Sockets Pre-Cap;0;
Run 137;Error Cause;None;
Run 138;Varianten-ID;Standard;
Run 138;Success / Failure;true;Success
Run 138;Gesamtdauer ms;163,883;unproblematisch
Run 138;Final Placed Rooms;10;
Run 138;Open Sockets Pre-Cap;0;
Run 138;Error Cause;None;
Run 139;Varianten-ID;Standard;
Run 139;Success / Failure;true;Success
Run 139;Gesamtdauer ms;67,313;unproblematisch
Run 139;Final Placed Rooms;10;
Run 139;Open Sockets Pre-Cap;0;
Run 139;Error Cause;None;
Run 140;Varianten-ID;Standard;
Run 140;Success / Failure;true;Success
Run 140;Gesamtdauer ms;33,352;sehr schnell
Run 140;Final Placed Rooms;10;
Run 140;Open Sockets Pre-Cap;0;
Run 140;Error Cause;None;
Run 141;Varianten-ID;Standard;
Run 141;Success / Failure;true;Success
Run 141;Gesamtdauer ms;415,908;spuerbar, aber fuer Offline-Generierung brauchbar
Run 141;Final Placed Rooms;14;
Run 141;Open Sockets Pre-Cap;8;
Run 141;Error Cause;None;
Run 142;Varianten-ID;Standard;
Run 142;Success / Failure;true;Success
Run 142;Gesamtdauer ms;958,619;spuerbar, aber fuer Offline-Generierung brauchbar
Run 142;Final Placed Rooms;15;
Run 142;Open Sockets Pre-Cap;3;
Run 142;Error Cause;None;
Run 143;Varianten-ID;Standard;
Run 143;Success / Failure;true;Success
Run 143;Gesamtdauer ms;860,443;spuerbar, aber fuer Offline-Generierung brauchbar
Run 143;Final Placed Rooms;15;
Run 143;Open Sockets Pre-Cap;3;
Run 143;Error Cause;None;
Run 144;Varianten-ID;Standard;
Run 144;Success / Failure;true;Success
Run 144;Gesamtdauer ms;694,276;spuerbar, aber fuer Offline-Generierung brauchbar
Run 144;Final Placed Rooms;15;
Run 144;Open Sockets Pre-Cap;3;
Run 144;Error Cause;None;
Run 145;Varianten-ID;Standard;
Run 145;Success / Failure;true;Success
Run 145;Gesamtdauer ms;673,933;spuerbar, aber fuer Offline-Generierung brauchbar
Run 145;Final Placed Rooms;15;
Run 145;Open Sockets Pre-Cap;3;
Run 145;Error Cause;None;
Run 146;Varianten-ID;Standard;
Run 146;Success / Failure;true;Success
Run 146;Gesamtdauer ms;541,514;spuerbar, aber fuer Offline-Generierung brauchbar
Run 146;Final Placed Rooms;15;
Run 146;Open Sockets Pre-Cap;3;
Run 146;Error Cause;None;
Run 147;Varianten-ID;Standard;
Run 147;Success / Failure;true;Success
Run 147;Gesamtdauer ms;408,486;spuerbar, aber fuer Offline-Generierung brauchbar
Run 147;Final Placed Rooms;15;
Run 147;Open Sockets Pre-Cap;3;
Run 147;Error Cause;None;
Run 148;Varianten-ID;Standard;
Run 148;Success / Failure;true;Success
Run 148;Gesamtdauer ms;226,468;unproblematisch
Run 148;Final Placed Rooms;15;
Run 148;Open Sockets Pre-Cap;3;
Run 148;Error Cause;None;
Run 149;Varianten-ID;Standard;
Run 149;Success / Failure;true;Success
Run 149;Gesamtdauer ms;176,812;unproblematisch
Run 149;Final Placed Rooms;15;
Run 149;Open Sockets Pre-Cap;3;
Run 149;Error Cause;None;
Run 150;Varianten-ID;Standard;
Run 150;Success / Failure;true;Success
Run 150;Gesamtdauer ms;768,673;spuerbar, aber fuer Offline-Generierung brauchbar
Run 150;Final Placed Rooms;12;
Run 150;Open Sockets Pre-Cap;4;
Run 150;Error Cause;None;
Run 151;Varianten-ID;Standard;
Run 151;Success / Failure;true;Success
Run 151;Gesamtdauer ms;717,43;spuerbar, aber fuer Offline-Generierung brauchbar
Run 151;Final Placed Rooms;12;
Run 151;Open Sockets Pre-Cap;4;
Run 151;Error Cause;None;
Run 152;Varianten-ID;Standard;
Run 152;Success / Failure;true;Success
Run 152;Gesamtdauer ms;636,757;spuerbar, aber fuer Offline-Generierung brauchbar
Run 152;Final Placed Rooms;12;
Run 152;Open Sockets Pre-Cap;4;
Run 152;Error Cause;None;
Run 153;Varianten-ID;Standard;
Run 153;Success / Failure;true;Success
Run 153;Gesamtdauer ms;505,576;spuerbar, aber fuer Offline-Generierung brauchbar
Run 153;Final Placed Rooms;12;
Run 153;Open Sockets Pre-Cap;4;
Run 153;Error Cause;None;
Run 154;Varianten-ID;Standard;
Run 154;Success / Failure;true;Success
Run 154;Gesamtdauer ms;476,881;spuerbar, aber fuer Offline-Generierung brauchbar
Run 154;Final Placed Rooms;12;
Run 154;Open Sockets Pre-Cap;4;
Run 154;Error Cause;None;
Run 155;Varianten-ID;Standard;
Run 155;Success / Failure;true;Success
Run 155;Gesamtdauer ms;348,06;spuerbar, aber fuer Offline-Generierung brauchbar
Run 155;Final Placed Rooms;12;
Run 155;Open Sockets Pre-Cap;4;
Run 155;Error Cause;None;
Run 156;Varianten-ID;Standard;
Run 156;Success / Failure;true;Success
Run 156;Gesamtdauer ms;216,506;unproblematisch
Run 156;Final Placed Rooms;12;
Run 156;Open Sockets Pre-Cap;4;
Run 156;Error Cause;None;
Run 157;Varianten-ID;Standard;
Run 157;Success / Failure;true;Success
Run 157;Gesamtdauer ms;63,902;unproblematisch
Run 157;Final Placed Rooms;12;
Run 157;Open Sockets Pre-Cap;4;
Run 157;Error Cause;None;
Run 158;Varianten-ID;Standard;
Run 158;Success / Failure;true;Success
Run 158;Gesamtdauer ms;1408,798;teuer, Performance pruefen
Run 158;Final Placed Rooms;20;
Run 158;Open Sockets Pre-Cap;12;
Run 158;Error Cause;None;
Run 159;Varianten-ID;Standard;
Run 159;Success / Failure;true;Success
Run 159;Gesamtdauer ms;1391,707;teuer, Performance pruefen
Run 159;Final Placed Rooms;20;
Run 159;Open Sockets Pre-Cap;12;
Run 159;Error Cause;None;
Run 160;Varianten-ID;Standard;
Run 160;Success / Failure;true;Success
Run 160;Gesamtdauer ms;1319,203;teuer, Performance pruefen
Run 160;Final Placed Rooms;20;
Run 160;Open Sockets Pre-Cap;12;
Run 160;Error Cause;None;
Run 161;Varianten-ID;Standard;
Run 161;Success / Failure;true;Success
Run 161;Gesamtdauer ms;1195,085;teuer, Performance pruefen
Run 161;Final Placed Rooms;20;
Run 161;Open Sockets Pre-Cap;12;
Run 161;Error Cause;None;
Run 162;Varianten-ID;Standard;
Run 162;Success / Failure;true;Success
Run 162;Gesamtdauer ms;1082,66;teuer, Performance pruefen
Run 162;Final Placed Rooms;20;
Run 162;Open Sockets Pre-Cap;12;
Run 162;Error Cause;None;
Run 163;Varianten-ID;Standard;
Run 163;Success / Failure;true;Success
Run 163;Gesamtdauer ms;852,012;spuerbar, aber fuer Offline-Generierung brauchbar
Run 163;Final Placed Rooms;20;
Run 163;Open Sockets Pre-Cap;12;
Run 163;Error Cause;None;
Run 164;Varianten-ID;Standard;
Run 164;Success / Failure;true;Success
Run 164;Gesamtdauer ms;713,239;spuerbar, aber fuer Offline-Generierung brauchbar
Run 164;Final Placed Rooms;20;
Run 164;Open Sockets Pre-Cap;12;
Run 164;Error Cause;None;
Run 165;Varianten-ID;Standard;
Run 165;Success / Failure;true;Success
Run 165;Gesamtdauer ms;491,4;spuerbar, aber fuer Offline-Generierung brauchbar
Run 165;Final Placed Rooms;20;
Run 165;Open Sockets Pre-Cap;12;
Run 165;Error Cause;None;
Run 166;Varianten-ID;Standard;
Run 166;Success / Failure;true;Success
Run 166;Gesamtdauer ms;353,216;spuerbar, aber fuer Offline-Generierung brauchbar
Run 166;Final Placed Rooms;20;
Run 166;Open Sockets Pre-Cap;12;
Run 166;Error Cause;None;
Run 167;Varianten-ID;Standard;
Run 167;Success / Failure;true;Success
Run 167;Gesamtdauer ms;248,983;unproblematisch
Run 167;Final Placed Rooms;20;
Run 167;Open Sockets Pre-Cap;12;
Run 167;Error Cause;None;
Run 168;Varianten-ID;Standard;
Run 168;Success / Failure;true;Success
Run 168;Gesamtdauer ms;577,433;spuerbar, aber fuer Offline-Generierung brauchbar
Run 168;Final Placed Rooms;13;
Run 168;Open Sockets Pre-Cap;3;
Run 168;Error Cause;None;
Run 169;Varianten-ID;Standard;
Run 169;Success / Failure;true;Success
Run 169;Gesamtdauer ms;500,432;spuerbar, aber fuer Offline-Generierung brauchbar
Run 169;Final Placed Rooms;13;
Run 169;Open Sockets Pre-Cap;3;
Run 169;Error Cause;None;
Run 170;Varianten-ID;Standard;
Run 170;Success / Failure;true;Success
Run 170;Gesamtdauer ms;317,1;spuerbar, aber fuer Offline-Generierung brauchbar
Run 170;Final Placed Rooms;13;
Run 170;Open Sockets Pre-Cap;3;
Run 170;Error Cause;None;
Run 171;Varianten-ID;Standard;
Run 171;Success / Failure;true;Success
Run 171;Gesamtdauer ms;246,978;unproblematisch
Run 171;Final Placed Rooms;13;
Run 171;Open Sockets Pre-Cap;3;
Run 171;Error Cause;None;
Run 172;Varianten-ID;Standard;
Run 172;Success / Failure;true;Success
Run 172;Gesamtdauer ms;139,98;unproblematisch
Run 172;Final Placed Rooms;13;
Run 172;Open Sockets Pre-Cap;3;
Run 172;Error Cause;None;
Run 173;Varianten-ID;Standard;
Run 173;Success / Failure;true;Success
Run 173;Gesamtdauer ms;181,062;unproblematisch
Run 173;Final Placed Rooms;12;
Run 173;Open Sockets Pre-Cap;1;
Run 173;Error Cause;None;
Run 174;Varianten-ID;Standard;
Run 174;Success / Failure;true;Success
Run 174;Gesamtdauer ms;40,427;sehr schnell
Run 174;Final Placed Rooms;12;
Run 174;Open Sockets Pre-Cap;1;
Run 174;Error Cause;None;
Run 175;Varianten-ID;Standard;
Run 175;Success / Failure;true;Success
Run 175;Gesamtdauer ms;1680,38;teuer, Performance pruefen
Run 175;Final Placed Rooms;10;
Run 175;Open Sockets Pre-Cap;3;
Run 175;Error Cause;None;
Run 176;Varianten-ID;Standard;
Run 176;Success / Failure;true;Success
Run 176;Gesamtdauer ms;1575,779;teuer, Performance pruefen
Run 176;Final Placed Rooms;10;
Run 176;Open Sockets Pre-Cap;3;
Run 176;Error Cause;None;
Run 177;Varianten-ID;Standard;
Run 177;Success / Failure;true;Success
Run 177;Gesamtdauer ms;1583,827;teuer, Performance pruefen
Run 177;Final Placed Rooms;11;
Run 177;Open Sockets Pre-Cap;3;
Run 177;Error Cause;None;
Run 178;Varianten-ID;Standard;
Run 178;Success / Failure;true;Success
Run 178;Gesamtdauer ms;1556,024;teuer, Performance pruefen
Run 178;Final Placed Rooms;10;
Run 178;Open Sockets Pre-Cap;3;
Run 178;Error Cause;None;
Run 179;Varianten-ID;Standard;
Run 179;Success / Failure;true;Success
Run 179;Gesamtdauer ms;1244,573;teuer, Performance pruefen
Run 179;Final Placed Rooms;10;
Run 179;Open Sockets Pre-Cap;3;
Run 179;Error Cause;None;
Run 180;Varianten-ID;Standard;
Run 180;Success / Failure;true;Success
Run 180;Gesamtdauer ms;1324,68;teuer, Performance pruefen
Run 180;Final Placed Rooms;10;
Run 180;Open Sockets Pre-Cap;3;
Run 180;Error Cause;None;
Run 181;Varianten-ID;Standard;
Run 181;Success / Failure;true;Success
Run 181;Gesamtdauer ms;1150,903;teuer, Performance pruefen
Run 181;Final Placed Rooms;10;
Run 181;Open Sockets Pre-Cap;3;
Run 181;Error Cause;None;
Run 182;Varianten-ID;Standard;
Run 182;Success / Failure;true;Success
Run 182;Gesamtdauer ms;1061,966;teuer, Performance pruefen
Run 182;Final Placed Rooms;10;
Run 182;Open Sockets Pre-Cap;3;
Run 182;Error Cause;None;
Run 183;Varianten-ID;Standard;
Run 183;Success / Failure;true;Success
Run 183;Gesamtdauer ms;938,527;spuerbar, aber fuer Offline-Generierung brauchbar
Run 183;Final Placed Rooms;10;
Run 183;Open Sockets Pre-Cap;3;
Run 183;Error Cause;None;
Run 184;Varianten-ID;Standard;
Run 184;Success / Failure;true;Success
Run 184;Gesamtdauer ms;1027,455;teuer, Performance pruefen
Run 184;Final Placed Rooms;15;
Run 184;Open Sockets Pre-Cap;7;
Run 184;Error Cause;None;
Run 185;Varianten-ID;Standard;
Run 185;Success / Failure;true;Success
Run 185;Gesamtdauer ms;854,068;spuerbar, aber fuer Offline-Generierung brauchbar
Run 185;Final Placed Rooms;15;
Run 185;Open Sockets Pre-Cap;7;
Run 185;Error Cause;None;
Run 186;Varianten-ID;Standard;
Run 186;Success / Failure;true;Success
Run 186;Gesamtdauer ms;707,877;spuerbar, aber fuer Offline-Generierung brauchbar
Run 186;Final Placed Rooms;15;
Run 186;Open Sockets Pre-Cap;7;
Run 186;Error Cause;None;
Run 187;Varianten-ID;Standard;
Run 187;Success / Failure;true;Success
Run 187;Gesamtdauer ms;633,382;spuerbar, aber fuer Offline-Generierung brauchbar
Run 187;Final Placed Rooms;15;
Run 187;Open Sockets Pre-Cap;7;
Run 187;Error Cause;None;
Run 188;Varianten-ID;Standard;
Run 188;Success / Failure;true;Success
Run 188;Gesamtdauer ms;580,79;spuerbar, aber fuer Offline-Generierung brauchbar
Run 188;Final Placed Rooms;15;
Run 188;Open Sockets Pre-Cap;7;
Run 188;Error Cause;None;
Run 189;Varianten-ID;Standard;
Run 189;Success / Failure;true;Success
Run 189;Gesamtdauer ms;506,324;spuerbar, aber fuer Offline-Generierung brauchbar
Run 189;Final Placed Rooms;15;
Run 189;Open Sockets Pre-Cap;7;
Run 189;Error Cause;None;
Run 190;Varianten-ID;Standard;
Run 190;Success / Failure;true;Success
Run 190;Gesamtdauer ms;453,915;spuerbar, aber fuer Offline-Generierung brauchbar
Run 190;Final Placed Rooms;15;
Run 190;Open Sockets Pre-Cap;7;
Run 190;Error Cause;None;
Run 191;Varianten-ID;Standard;
Run 191;Success / Failure;true;Success
Run 191;Gesamtdauer ms;454,572;spuerbar, aber fuer Offline-Generierung brauchbar
Run 191;Final Placed Rooms;15;
Run 191;Open Sockets Pre-Cap;7;
Run 191;Error Cause;None;
Run 192;Varianten-ID;Standard;
Run 192;Success / Failure;true;Success
Run 192;Gesamtdauer ms;366,358;spuerbar, aber fuer Offline-Generierung brauchbar
Run 192;Final Placed Rooms;15;
Run 192;Open Sockets Pre-Cap;7;
Run 192;Error Cause;None;
Run 193;Varianten-ID;Standard;
Run 193;Success / Failure;true;Success
Run 193;Gesamtdauer ms;232,737;unproblematisch
Run 193;Final Placed Rooms;15;
Run 193;Open Sockets Pre-Cap;7;
Run 193;Error Cause;None;
Run 194;Varianten-ID;Standard;
Run 194;Success / Failure;true;Success
Run 194;Gesamtdauer ms;568,859;spuerbar, aber fuer Offline-Generierung brauchbar
Run 194;Final Placed Rooms;21;
Run 194;Open Sockets Pre-Cap;9;
Run 194;Error Cause;None;
Run 195;Varianten-ID;Standard;
Run 195;Success / Failure;true;Success
Run 195;Gesamtdauer ms;391,305;spuerbar, aber fuer Offline-Generierung brauchbar
Run 195;Final Placed Rooms;21;
Run 195;Open Sockets Pre-Cap;9;
Run 195;Error Cause;None;
Run 196;Varianten-ID;Standard;
Run 196;Success / Failure;true;Success
Run 196;Gesamtdauer ms;299,341;spuerbar, aber fuer Offline-Generierung brauchbar
Run 196;Final Placed Rooms;21;
Run 196;Open Sockets Pre-Cap;9;
Run 196;Error Cause;None;
Run 197;Varianten-ID;Standard;
Run 197;Success / Failure;true;Success
Run 197;Gesamtdauer ms;119,771;unproblematisch
Run 197;Final Placed Rooms;21;
Run 197;Open Sockets Pre-Cap;9;
Run 197;Error Cause;None;
Run 198;Varianten-ID;Standard;
Run 198;Success / Failure;true;Success
Run 198;Gesamtdauer ms;353,415;spuerbar, aber fuer Offline-Generierung brauchbar
Run 198;Final Placed Rooms;9;
Run 198;Open Sockets Pre-Cap;1;
Run 198;Error Cause;None;
Run 199;Varianten-ID;Standard;
Run 199;Success / Failure;true;Success
Run 199;Gesamtdauer ms;281,526;spuerbar, aber fuer Offline-Generierung brauchbar
Run 199;Final Placed Rooms;9;
Run 199;Open Sockets Pre-Cap;1;
Run 199;Error Cause;None;
Run 200;Varianten-ID;Standard;
Run 200;Success / Failure;true;Success
Run 200;Gesamtdauer ms;180,919;unproblematisch
Run 200;Final Placed Rooms;9;
Run 200;Open Sockets Pre-Cap;1;
Run 200;Error Cause;None;
Run 201;Varianten-ID;Standard;
Run 201;Success / Failure;true;Success
Run 201;Gesamtdauer ms;41,691;sehr schnell
Run 201;Final Placed Rooms;9;
Run 201;Open Sockets Pre-Cap;1;
Run 201;Error Cause;None;
Run 202;Varianten-ID;Standard;
Run 202;Success / Failure;true;Success
Run 202;Gesamtdauer ms;1008,563;teuer, Performance pruefen
Run 202;Final Placed Rooms;17;
Run 202;Open Sockets Pre-Cap;9;
Run 202;Error Cause;None;
Run 203;Varianten-ID;Standard;
Run 203;Success / Failure;true;Success
Run 203;Gesamtdauer ms;889,316;spuerbar, aber fuer Offline-Generierung brauchbar
Run 203;Final Placed Rooms;17;
Run 203;Open Sockets Pre-Cap;9;
Run 203;Error Cause;None;
Run 204;Varianten-ID;Standard;
Run 204;Success / Failure;true;Success
Run 204;Gesamtdauer ms;586,618;spuerbar, aber fuer Offline-Generierung brauchbar
Run 204;Final Placed Rooms;17;
Run 204;Open Sockets Pre-Cap;9;
Run 204;Error Cause;None;
Run 205;Varianten-ID;Standard;
Run 205;Success / Failure;true;Success
Run 205;Gesamtdauer ms;443,605;spuerbar, aber fuer Offline-Generierung brauchbar
Run 205;Final Placed Rooms;17;
Run 205;Open Sockets Pre-Cap;9;
Run 205;Error Cause;None;
Run 206;Varianten-ID;Standard;
Run 206;Success / Failure;true;Success
Run 206;Gesamtdauer ms;381,648;spuerbar, aber fuer Offline-Generierung brauchbar
Run 206;Final Placed Rooms;17;
Run 206;Open Sockets Pre-Cap;9;
Run 206;Error Cause;None;
Run 207;Varianten-ID;Standard;
Run 207;Success / Failure;true;Success
Run 207;Gesamtdauer ms;147,131;unproblematisch
Run 207;Final Placed Rooms;17;
Run 207;Open Sockets Pre-Cap;7;
Run 207;Error Cause;None;
Run 208;Varianten-ID;Standard;
Run 208;Success / Failure;true;Success
Run 208;Gesamtdauer ms;326,07;spuerbar, aber fuer Offline-Generierung brauchbar
Run 208;Final Placed Rooms;13;
Run 208;Open Sockets Pre-Cap;7;
Run 208;Error Cause;None;
Run 209;Varianten-ID;Standard;
Run 209;Success / Failure;true;Success
Run 209;Gesamtdauer ms;166,001;unproblematisch
Run 209;Final Placed Rooms;13;
Run 209;Open Sockets Pre-Cap;7;
Run 209;Error Cause;None;
Run 210;Varianten-ID;Standard;
Run 210;Success / Failure;true;Success
Run 210;Gesamtdauer ms;2388,568;teuer, Performance pruefen
Run 210;Final Placed Rooms;13;
Run 210;Open Sockets Pre-Cap;8;
Run 210;Error Cause;None;
Run 211;Varianten-ID;Standard;
Run 211;Success / Failure;true;Success
Run 211;Gesamtdauer ms;1272,788;teuer, Performance pruefen
Run 211;Final Placed Rooms;15;
Run 211;Open Sockets Pre-Cap;8;
Run 211;Error Cause;None;
