Gruppe;Kennzahl;Wert;Bewertung
Run 431;Varianten-ID;Standard;
Run 431;Success / Failure;true;Success
Run 431;Gesamtdauer ms;506,98;spuerbar, aber fuer Offline-Generierung brauchbar
Run 431;Final Placed Rooms;16;
Run 431;Open Sockets Pre-Cap;11;
Run 431;Error Cause;None;
Run 432;Varianten-ID;Standard;
Run 432;Success / Failure;true;Success
Run 432;Gesamtdauer ms;347,483;spuerbar, aber fuer Offline-Generierung brauchbar
Run 432;Final Placed Rooms;16;
Run 432;Open Sockets Pre-Cap;11;
Run 432;Error Cause;None;
Run 433;Varianten-ID;Standard;
Run 433;Success / Failure;true;Success
Run 433;Gesamtdauer ms;247,573;unproblematisch
Run 433;Final Placed Rooms;16;
Run 433;Open Sockets Pre-Cap;11;
Run 433;Error Cause;None;
Run 434;Varianten-ID;Standard;
Run 434;Success / Failure;true;Success
Run 434;Gesamtdauer ms;143,11;unproblematisch
Run 434;Final Placed Rooms;14;
Run 434;Open Sockets Pre-Cap;4;
Run 434;Error Cause;None;
Run 435;Varianten-ID;Standard;
Run 435;Success / Failure;true;Success
Run 435;Gesamtdauer ms;648,779;spuerbar, aber fuer Offline-Generierung brauchbar
Run 435;Final Placed Rooms;15;
Run 435;Open Sockets Pre-Cap;3;
Run 435;Error Cause;None;
Run 436;Varianten-ID;Standard;
Run 436;Success / Failure;true;Success
Run 436;Gesamtdauer ms;417,354;spuerbar, aber fuer Offline-Generierung brauchbar
Run 436;Final Placed Rooms;15;
Run 436;Open Sockets Pre-Cap;3;
Run 436;Error Cause;None;
Run 437;Varianten-ID;Standard;
Run 437;Success / Failure;true;Success
Run 437;Gesamtdauer ms;234,371;unproblematisch
Run 437;Final Placed Rooms;15;
Run 437;Open Sockets Pre-Cap;3;
Run 437;Error Cause;None;
Run 438;Varianten-ID;Standard;
Run 438;Success / Failure;true;Success
Run 438;Gesamtdauer ms;65,993;unproblematisch
Run 438;Final Placed Rooms;15;
Run 438;Open Sockets Pre-Cap;3;
Run 438;Error Cause;None;
Run 439;Varianten-ID;Standard;
Run 439;Success / Failure;true;Success
Run 439;Gesamtdauer ms;236,908;unproblematisch
Run 439;Final Placed Rooms;15;
Run 439;Open Sockets Pre-Cap;1;
Run 439;Error Cause;None;
Run 440;Varianten-ID;Standard;
Run 440;Success / Failure;true;Success
Run 440;Gesamtdauer ms;133,929;unproblematisch
Run 440;Final Placed Rooms;15;
Run 440;Open Sockets Pre-Cap;1;
Run 440;Error Cause;None;
Run 441;Varianten-ID;Standard;
Run 441;Success / Failure;true;Success
Run 441;Gesamtdauer ms;918,066;spuerbar, aber fuer Offline-Generierung brauchbar
Run 441;Final Placed Rooms;19;
Run 441;Open Sockets Pre-Cap;10;
Run 441;Error Cause;None;
Run 442;Varianten-ID;Standard;
Run 442;Success / Failure;true;Success
Run 442;Gesamtdauer ms;904,515;spuerbar, aber fuer Offline-Generierung brauchbar
Run 442;Final Placed Rooms;19;
Run 442;Open Sockets Pre-Cap;10;
Run 442;Error Cause;None;
Run 443;Varianten-ID;Standard;
Run 443;Success / Failure;true;Success
Run 443;Gesamtdauer ms;747,101;spuerbar, aber fuer Offline-Generierung brauchbar
Run 443;Final Placed Rooms;19;
Run 443;Open Sockets Pre-Cap;10;
Run 443;Error Cause;None;
Run 444;Varianten-ID;Standard;
Run 444;Success / Failure;true;Success
Run 444;Gesamtdauer ms;676,264;spuerbar, aber fuer Offline-Generierung brauchbar
Run 444;Final Placed Rooms;19;
Run 444;Open Sockets Pre-Cap;10;
Run 444;Error Cause;None;
Run 445;Varianten-ID;Standard;
Run 445;Success / Failure;true;Success
Run 445;Gesamtdauer ms;573,676;spuerbar, aber fuer Offline-Generierung brauchbar
Run 445;Final Placed Rooms;19;
Run 445;Open Sockets Pre-Cap;10;
Run 445;Error Cause;None;
Run 446;Varianten-ID;Standard;
Run 446;Success / Failure;true;Success
Run 446;Gesamtdauer ms;450,423;spuerbar, aber fuer Offline-Generierung brauchbar
Run 446;Final Placed Rooms;19;
Run 446;Open Sockets Pre-Cap;10;
Run 446;Error Cause;None;
Run 447;Varianten-ID;Standard;
Run 447;Success / Failure;true;Success
Run 447;Gesamtdauer ms;313,476;spuerbar, aber fuer Offline-Generierung brauchbar
Run 447;Final Placed Rooms;19;
Run 447;Open Sockets Pre-Cap;10;
Run 447;Error Cause;None;
Run 448;Varianten-ID;Standard;
Run 448;Success / Failure;true;Success
Run 448;Gesamtdauer ms;221,294;unproblematisch
Run 448;Final Placed Rooms;19;
Run 448;Open Sockets Pre-Cap;10;
Run 448;Error Cause;None;
Run 449;Varianten-ID;Standard;
Run 449;Success / Failure;true;Success
Run 449;Gesamtdauer ms;409,149;spuerbar, aber fuer Offline-Generierung brauchbar
Run 449;Final Placed Rooms;18;
Run 449;Open Sockets Pre-Cap;10;
Run 449;Error Cause;None;
Run 450;Varianten-ID;Standard;
Run 450;Success / Failure;true;Success
Run 450;Gesamtdauer ms;317,49;spuerbar, aber fuer Offline-Generierung brauchbar
Run 450;Final Placed Rooms;18;
Run 450;Open Sockets Pre-Cap;10;
Run 450;Error Cause;None;
Run 451;Varianten-ID;Standard;
Run 451;Success / Failure;true;Success
Run 451;Gesamtdauer ms;306,198;spuerbar, aber fuer Offline-Generierung brauchbar
Run 451;Final Placed Rooms;18;
Run 451;Open Sockets Pre-Cap;10;
Run 451;Error Cause;None;
Run 452;Varianten-ID;Standard;
Run 452;Success / Failure;true;Success
Run 452;Gesamtdauer ms;373,939;spuerbar, aber fuer Offline-Generierung brauchbar
Run 452;Final Placed Rooms;19;
Run 452;Open Sockets Pre-Cap;11;
Run 452;Error Cause;None;
Run 453;Varianten-ID;Standard;
Run 453;Success / Failure;true;Success
Run 453;Gesamtdauer ms;319,864;spuerbar, aber fuer Offline-Generierung brauchbar
Run 453;Final Placed Rooms;19;
Run 453;Open Sockets Pre-Cap;11;
Run 453;Error Cause;None;
Run 454;Varianten-ID;Standard;
Run 454;Success / Failure;true;Success
Run 454;Gesamtdauer ms;506,496;spuerbar, aber fuer Offline-Generierung brauchbar
Run 454;Final Placed Rooms;10;
Run 454;Open Sockets Pre-Cap;2;
Run 454;Error Cause;None;
Run 455;Varianten-ID;Standard;
Run 455;Success / Failure;true;Success
Run 455;Gesamtdauer ms;346,02;spuerbar, aber fuer Offline-Generierung brauchbar
Run 455;Final Placed Rooms;10;
Run 455;Open Sockets Pre-Cap;2;
Run 455;Error Cause;None;
Run 456;Varianten-ID;Standard;
Run 456;Success / Failure;true;Success
Run 456;Gesamtdauer ms;297,643;spuerbar, aber fuer Offline-Generierung brauchbar
Run 456;Final Placed Rooms;10;
Run 456;Open Sockets Pre-Cap;2;
Run 456;Error Cause;None;
Run 457;Varianten-ID;Standard;
Run 457;Success / Failure;true;Success
Run 457;Gesamtdauer ms;283,886;spuerbar, aber fuer Offline-Generierung brauchbar
Run 457;Final Placed Rooms;10;
Run 457;Open Sockets Pre-Cap;2;
Run 457;Error Cause;None;
Run 458;Varianten-ID;Standard;
Run 458;Success / Failure;true;Success
Run 458;Gesamtdauer ms;110,523;unproblematisch
Run 458;Final Placed Rooms;10;
Run 458;Open Sockets Pre-Cap;2;
Run 458;Error Cause;None;
Run 459;Varianten-ID;Standard;
Run 459;Success / Failure;true;Success
Run 459;Gesamtdauer ms;292,886;spuerbar, aber fuer Offline-Generierung brauchbar
Run 459;Final Placed Rooms;19;
Run 459;Open Sockets Pre-Cap;9;
Run 459;Error Cause;None;
Run 460;Varianten-ID;Standard;
Run 460;Success / Failure;true;Success
Run 460;Gesamtdauer ms;208,454;unproblematisch
Run 460;Final Placed Rooms;19;
Run 460;Open Sockets Pre-Cap;9;
Run 460;Error Cause;None;
Run 461;Varianten-ID;Standard;
Run 461;Success / Failure;true;Success
Run 461;Gesamtdauer ms;229,346;unproblematisch
Run 461;Final Placed Rooms;17;
Run 461;Open Sockets Pre-Cap;9;
Run 461;Error Cause;None;
Run 462;Varianten-ID;Standard;
Run 462;Success / Failure;true;Success
Run 462;Gesamtdauer ms;665,803;spuerbar, aber fuer Offline-Generierung brauchbar
Run 462;Final Placed Rooms;16;
Run 462;Open Sockets Pre-Cap;7;
Run 462;Error Cause;None;
Run 463;Varianten-ID;Standard;
Run 463;Success / Failure;true;Success
Run 463;Gesamtdauer ms;527,942;spuerbar, aber fuer Offline-Generierung brauchbar
Run 463;Final Placed Rooms;16;
Run 463;Open Sockets Pre-Cap;7;
Run 463;Error Cause;None;
Run 464;Varianten-ID;Standard;
Run 464;Success / Failure;true;Success
Run 464;Gesamtdauer ms;590,386;spuerbar, aber fuer Offline-Generierung brauchbar
Run 464;Final Placed Rooms;16;
Run 464;Open Sockets Pre-Cap;7;
Run 464;Error Cause;None;
Run 465;Varianten-ID;Standard;
Run 465;Success / Failure;true;Success
Run 465;Gesamtdauer ms;385,258;spuerbar, aber fuer Offline-Generierung brauchbar
Run 465;Final Placed Rooms;16;
Run 465;Open Sockets Pre-Cap;7;
Run 465;Error Cause;None;
Run 466;Varianten-ID;Standard;
Run 466;Success / Failure;true;Success
Run 466;Gesamtdauer ms;232,27;unproblematisch
Run 466;Final Placed Rooms;16;
Run 466;Open Sockets Pre-Cap;7;
Run 466;Error Cause;None;
Run 467;Varianten-ID;Standard;
Run 467;Success / Failure;true;Success
Run 467;Gesamtdauer ms;774,134;spuerbar, aber fuer Offline-Generierung brauchbar
Run 467;Final Placed Rooms;16;
Run 467;Open Sockets Pre-Cap;7;
Run 467;Error Cause;None;
Run 468;Varianten-ID;Standard;
Run 468;Success / Failure;true;Success
Run 468;Gesamtdauer ms;677,298;spuerbar, aber fuer Offline-Generierung brauchbar
Run 468;Final Placed Rooms;16;
Run 468;Open Sockets Pre-Cap;7;
Run 468;Error Cause;None;
Run 469;Varianten-ID;Standard;
Run 469;Success / Failure;true;Success
Run 469;Gesamtdauer ms;497,393;spuerbar, aber fuer Offline-Generierung brauchbar
Run 469;Final Placed Rooms;16;
Run 469;Open Sockets Pre-Cap;7;
Run 469;Error Cause;None;
Run 470;Varianten-ID;Standard;
Run 470;Success / Failure;true;Success
Run 470;Gesamtdauer ms;448,064;spuerbar, aber fuer Offline-Generierung brauchbar
Run 470;Final Placed Rooms;16;
Run 470;Open Sockets Pre-Cap;7;
Run 470;Error Cause;None;
Run 471;Varianten-ID;Standard;
Run 471;Success / Failure;true;Success
Run 471;Gesamtdauer ms;400,344;spuerbar, aber fuer Offline-Generierung brauchbar
Run 471;Final Placed Rooms;16;
Run 471;Open Sockets Pre-Cap;7;
Run 471;Error Cause;None;
Run 472;Varianten-ID;Standard;
Run 472;Success / Failure;true;Success
Run 472;Gesamtdauer ms;333,847;spuerbar, aber fuer Offline-Generierung brauchbar
Run 472;Final Placed Rooms;16;
Run 472;Open Sockets Pre-Cap;7;
Run 472;Error Cause;None;
Run 473;Varianten-ID;Standard;
Run 473;Success / Failure;true;Success
Run 473;Gesamtdauer ms;332,302;spuerbar, aber fuer Offline-Generierung brauchbar
Run 473;Final Placed Rooms;16;
Run 473;Open Sockets Pre-Cap;7;
Run 473;Error Cause;None;
Run 474;Varianten-ID;Standard;
Run 474;Success / Failure;true;Success
Run 474;Gesamtdauer ms;438,1;spuerbar, aber fuer Offline-Generierung brauchbar
Run 474;Final Placed Rooms;15;
Run 474;Open Sockets Pre-Cap;6;
Run 474;Error Cause;None;
Run 475;Varianten-ID;Standard;
Run 475;Success / Failure;true;Success
Run 475;Gesamtdauer ms;286,205;spuerbar, aber fuer Offline-Generierung brauchbar
Run 475;Final Placed Rooms;15;
Run 475;Open Sockets Pre-Cap;6;
Run 475;Error Cause;None;
Run 476;Varianten-ID;Standard;
Run 476;Success / Failure;true;Success
Run 476;Gesamtdauer ms;181,818;unproblematisch
Run 476;Final Placed Rooms;15;
Run 476;Open Sockets Pre-Cap;6;
Run 476;Error Cause;None;
Run 477;Varianten-ID;Standard;
Run 477;Success / Failure;true;Success
Run 477;Gesamtdauer ms;115,001;unproblematisch
Run 477;Final Placed Rooms;15;
Run 477;Open Sockets Pre-Cap;6;
Run 477;Error Cause;None;
Run 478;Varianten-ID;Standard;
Run 478;Success / Failure;true;Success
Run 478;Gesamtdauer ms;239,88;unproblematisch
Run 478;Final Placed Rooms;14;
Run 478;Open Sockets Pre-Cap;4;
Run 478;Error Cause;None;
Run 479;Varianten-ID;Standard;
Run 479;Success / Failure;true;Success
Run 479;Gesamtdauer ms;109,672;unproblematisch
Run 479;Final Placed Rooms;14;
Run 479;Open Sockets Pre-Cap;4;
Run 479;Error Cause;None;
Run 480;Varianten-ID;Standard;
Run 480;Success / Failure;true;Success
Run 480;Gesamtdauer ms;1412,301;teuer, Performance pruefen
Run 480;Final Placed Rooms;16;
Run 480;Open Sockets Pre-Cap;5;
Run 480;Error Cause;None;
Run 481;Varianten-ID;Standard;
Run 481;Success / Failure;true;Success
Run 481;Gesamtdauer ms;1076,179;teuer, Performance pruefen
Run 481;Final Placed Rooms;16;
Run 481;Open Sockets Pre-Cap;5;
Run 481;Error Cause;None;
Run 482;Varianten-ID;Standard;
Run 482;Success / Failure;true;Success
Run 482;Gesamtdauer ms;1002,048;teuer, Performance pruefen
Run 482;Final Placed Rooms;16;
Run 482;Open Sockets Pre-Cap;5;
Run 482;Error Cause;None;
Run 483;Varianten-ID;Standard;
Run 483;Success / Failure;true;Success
Run 483;Gesamtdauer ms;966,622;spuerbar, aber fuer Offline-Generierung brauchbar
Run 483;Final Placed Rooms;16;
Run 483;Open Sockets Pre-Cap;5;
Run 483;Error Cause;None;
Run 484;Varianten-ID;Standard;
Run 484;Success / Failure;true;Success
Run 484;Gesamtdauer ms;730,798;spuerbar, aber fuer Offline-Generierung brauchbar
Run 484;Final Placed Rooms;16;
Run 484;Open Sockets Pre-Cap;5;
Run 484;Error Cause;None;
Run 485;Varianten-ID;Standard;
Run 485;Success / Failure;true;Success
Run 485;Gesamtdauer ms;550,113;spuerbar, aber fuer Offline-Generierung brauchbar
Run 485;Final Placed Rooms;16;
Run 485;Open Sockets Pre-Cap;5;
Run 485;Error Cause;None;
Run 486;Varianten-ID;Standard;
Run 486;Success / Failure;true;Success
Run 486;Gesamtdauer ms;397,823;spuerbar, aber fuer Offline-Generierung brauchbar
Run 486;Final Placed Rooms;16;
Run 486;Open Sockets Pre-Cap;5;
Run 486;Error Cause;None;
Run 487;Varianten-ID;Standard;
Run 487;Success / Failure;true;Success
Run 487;Gesamtdauer ms;371,233;spuerbar, aber fuer Offline-Generierung brauchbar
Run 487;Final Placed Rooms;16;
Run 487;Open Sockets Pre-Cap;5;
Run 487;Error Cause;None;
Run 488;Varianten-ID;Standard;
Run 488;Success / Failure;true;Success
Run 488;Gesamtdauer ms;272,475;spuerbar, aber fuer Offline-Generierung brauchbar
Run 488;Final Placed Rooms;16;
Run 488;Open Sockets Pre-Cap;5;
Run 488;Error Cause;None;
Run 489;Varianten-ID;Standard;
Run 489;Success / Failure;true;Success
Run 489;Gesamtdauer ms;264,034;spuerbar, aber fuer Offline-Generierung brauchbar
Run 489;Final Placed Rooms;16;
Run 489;Open Sockets Pre-Cap;5;
Run 489;Error Cause;None;
Run 490;Varianten-ID;Standard;
Run 490;Success / Failure;true;Success
Run 490;Gesamtdauer ms;211,342;unproblematisch
Run 490;Final Placed Rooms;16;
Run 490;Open Sockets Pre-Cap;9;
Run 490;Error Cause;None;
Run 491;Varianten-ID;Standard;
Run 491;Success / Failure;true;Success
Run 491;Gesamtdauer ms;151,552;unproblematisch
Run 491;Final Placed Rooms;16;
Run 491;Open Sockets Pre-Cap;9;
Run 491;Error Cause;None;
Run 492;Varianten-ID;Standard;
Run 492;Success / Failure;true;Success
Run 492;Gesamtdauer ms;40,266;sehr schnell
Run 492;Final Placed Rooms;10;
Run 492;Open Sockets Pre-Cap;1;
Run 492;Error Cause;None;
Run 493;Varianten-ID;Standard;
Run 493;Success / Failure;true;Success
Run 493;Gesamtdauer ms;915,373;spuerbar, aber fuer Offline-Generierung brauchbar
Run 493;Final Placed Rooms;17;
Run 493;Open Sockets Pre-Cap;9;
Run 493;Error Cause;None;
Run 494;Varianten-ID;Standard;
Run 494;Success / Failure;true;Success
Run 494;Gesamtdauer ms;872,629;spuerbar, aber fuer Offline-Generierung brauchbar
Run 494;Final Placed Rooms;17;
Run 494;Open Sockets Pre-Cap;9;
Run 494;Error Cause;None;
Run 495;Varianten-ID;Standard;
Run 495;Success / Failure;true;Success
Run 495;Gesamtdauer ms;857,826;spuerbar, aber fuer Offline-Generierung brauchbar
Run 495;Final Placed Rooms;17;
Run 495;Open Sockets Pre-Cap;9;
Run 495;Error Cause;None;
Run 496;Varianten-ID;Standard;
Run 496;Success / Failure;true;Success
Run 496;Gesamtdauer ms;755,13;spuerbar, aber fuer Offline-Generierung brauchbar
Run 496;Final Placed Rooms;17;
Run 496;Open Sockets Pre-Cap;9;
Run 496;Error Cause;None;
Run 497;Varianten-ID;Standard;
Run 497;Success / Failure;true;Success
Run 497;Gesamtdauer ms;720,699;spuerbar, aber fuer Offline-Generierung brauchbar
Run 497;Final Placed Rooms;17;
Run 497;Open Sockets Pre-Cap;9;
Run 497;Error Cause;None;
Run 498;Varianten-ID;Standard;
Run 498;Success / Failure;true;Success
Run 498;Gesamtdauer ms;565,943;spuerbar, aber fuer Offline-Generierung brauchbar
Run 498;Final Placed Rooms;17;
Run 498;Open Sockets Pre-Cap;9;
Run 498;Error Cause;None;
Run 499;Varianten-ID;Standard;
Run 499;Success / Failure;true;Success
Run 499;Gesamtdauer ms;476,17;spuerbar, aber fuer Offline-Generierung brauchbar
Run 499;Final Placed Rooms;17;
Run 499;Open Sockets Pre-Cap;9;
Run 499;Error Cause;None;
